ups,num_comments,image_provided,reciprocate,exchange,text_length,money,time,job,student,family,craving,label
8,1,0,0,0,16,0,0,0,0,1,0,got_pizza
14,2,0,1,0,60,2,0,0,1,0,0,got_pizza
3,1,0,0,0,72,2,0,0,2,0,1,got_pizza
1,0,0,0,0,46,1,1,0,0,0,0,got_pizza
21,4,0,0,0,66,1,1,0,1,0,0,got_pizza
20,0,0,0,1,156,7,5,2,0,0,1,got_pizza
6,7,0,1,0,55,1,0,0,0,1,0,got_pizza
0,5,0,0,1,71,1,2,0,0,0,0,got_pizza
9,6,0,0,0,81,1,2,0,0,2,0,got_pizza
10,10,0,0,0,43,1,0,0,0,0,0,got_pizza
2,5,0,1,0,58,2,1,0,0,0,0,got_pizza
20,5,0,0,0,160,1,3,5,1,4,0,got_pizza
12,2,0,1,0,158,5,4,1,0,1,0,got_pizza
1,2,0,1,0,51,3,1,0,1,0,0,got_pizza
1,1,0,0,0,65,0,1,0,0,0,0,got_pizza
8,6,0,0,0,58,1,2,1,0,0,0,got_pizza
9,13,0,0,0,38,0,1,2,0,0,1,got_pizza
22,6,0,0,1,127,0,1,0,0,1,0,got_pizza
3,1,0,0,0,81,2,0,1,0,0,0,got_pizza
2,5,0,1,0,54,4,1,0,0,0,0,got_pizza
1,0,1,0,0,135,2,2,0,0,0,0,got_pizza
9,6,0,1,0,187,5,7,0,0,0,0,got_pizza
2,3,1,1,0,101,0,2,0,0,0,1,got_pizza
4,1,0,0,0,49,1,2,0,0,0,1,got_pizza
6,7,0,0,0,44,0,0,0,0,0,0,got_pizza
19,9,0,0,0,102,2,3,0,1,0,1,got_pizza
1,2,0,0,0,42,1,0,1,0,2,0,got_pizza
3,0,0,1,0,76,4,1,1,0,0,0,got_pizza
6,8,0,0,0,104,0,2,0,0,1,0,got_pizza
4,4,0,0,0,53,1,0,1,3,0,0,got_pizza
2,8,0,1,0,95,1,4,0,2,2,0,got_pizza
1,5,0,0,0,73,2,1,0,0,0,0,got_pizza
3,2,0,0,0,24,1,0,0,0,1,1,got_pizza
3,4,0,1,0,124,4,2,0,1,0,0,got_pizza
5,0,0,0,0,110,0,1,0,0,0,0,got_pizza
3,7,0,0,0,122,2,3,0,2,1,0,got_pizza
1,5,0,1,0,120,3,2,3,0,0,0,got_pizza
21,6,0,0,0,68,1,3,0,0,1,1,got_pizza
0,5,0,0,0,27,0,1,0,0,1,0,got_pizza
3,6,0,0,0,45,2,0,0,1,0,0,got_pizza
1,6,0,0,0,37,0,0,0,0,1,0,got_pizza
1,2,0,0,0,49,0,2,0,0,0,2,got_pizza
5,2,0,0,0,91,1,0,0,0,1,1,got_pizza
2,4,0,0,0,108,1,1,3,0,1,0,got_pizza
3,5,0,0,0,61,0,4,0,0,1,0,got_pizza
1,0,0,0,0,113,2,1,1,0,1,1,got_pizza
0,4,0,0,0,70,4,1,0,0,0,0,got_pizza
1,6,0,1,0,78,2,2,0,0,0,0,got_pizza
1,6,0,0,0,40,0,1,0,3,0,0,got_pizza
4,8,0,0,0,158,1,2,0,0,1,0,got_pizza
7,8,0,0,0,61,0,3,0,2,0,3,got_pizza
0,4,0,1,0,86,1,4,0,0,0,0,got_pizza
2,15,0,0,0,46,0,1,0,0,0,0,got_pizza
3,0,0,0,0,84,0,0,0,0,0,0,got_pizza
6,7,0,0,0,44,0,0,0,0,0,0,got_pizza
1,6,0,0,0,156,0,2,1,0,0,2,got_pizza
3,9,0,0,0,107,1,1,0,1,0,0,got_pizza
12,4,0,0,0,128,2,5,0,0,0,0,got_pizza
5,3,0,1,0,158,0,4,0,2,0,1,got_pizza
5,6,0,0,0,21,0,0,0,0,0,0,got_pizza
4,0,0,0,0,73,5,1,1,2,0,0,got_pizza
1,0,0,0,0,100,0,2,1,1,0,0,got_pizza
0,2,0,0,0,237,8,1,0,0,0,0,got_pizza
1,0,0,1,0,130,1,4,3,0,0,0,got_pizza
8,4,0,0,0,65,0,1,0,0,0,0,got_pizza
1,5,0,0,0,55,0,3,0,5,0,1,got_pizza
0,3,0,0,0,69,4,3,3,0,0,0,got_pizza
21,5,0,0,0,63,4,2,1,0,1,0,got_pizza
1,1,0,1,0,142,3,2,2,0,0,1,got_pizza
3,1,0,0,0,124,1,2,2,0,0,1,got_pizza
3,2,0,0,0,49,1,0,0,1,0,0,got_pizza
3,0,0,0,0,94,0,5,0,5,0,1,got_pizza
1,2,0,0,0,57,1,2,0,0,1,0,got_pizza
1,3,0,0,0,41,0,2,2,0,0,0,got_pizza
7,1,0,1,0,135,3,2,0,0,0,0,got_pizza
11,5,0,0,0,114,0,1,0,0,0,0,got_pizza
4,0,0,0,0,73,5,1,1,2,0,0,got_pizza
3,2,0,0,0,248,2,4,0,0,0,2,got_pizza
6,0,0,1,0,155,3,3,3,0,0,2,got_pizza
24,4,0,0,0,84,0,1,0,0,0,0,got_pizza
3,6,0,0,0,160,0,3,0,0,0,1,got_pizza
10,7,0,1,1,102,3,2,0,2,0,0,got_pizza
5,7,0,0,0,27,1,0,0,0,0,0,got_pizza
9,4,0,0,0,252,2,6,5,0,0,0,got_pizza
0,4,0,0,0,41,0,1,0,0,0,0,got_pizza
3,1,0,0,0,104,1,4,1,0,0,2,got_pizza
0,0,0,0,0,66,0,0,0,0,2,0,got_pizza
1,5,0,0,0,117,7,4,4,0,0,0,got_pizza
3,16,0,1,0,28,1,0,0,0,1,1,got_pizza
2,6,0,0,0,52,1,1,1,0,0,0,got_pizza
3,3,0,1,0,102,2,3,0,0,0,2,got_pizza
3,2,0,0,0,89,1,2,0,0,0,0,got_pizza
2,2,0,0,0,50,0,3,1,0,0,0,got_pizza
13,6,0,0,0,82,1,2,0,0,0,1,got_pizza
5,0,0,1,0,87,1,1,3,0,0,0,got_pizza
19,7,0,0,0,100,0,4,0,0,0,0,got_pizza
0,4,1,0,0,191,3,0,2,0,1,2,got_pizza
6,5,0,0,0,55,4,2,0,0,2,0,got_pizza
5,1,0,0,0,218,1,5,1,0,0,0,got_pizza
17,16,1,0,0,93,0,1,3,0,1,0,got_pizza
12,3,0,0,0,92,0,2,1,0,0,0,got_pizza
5,2,0,1,0,28,1,0,0,0,1,0,got_pizza
1,0,0,0,0,63,2,3,0,0,0,0,got_pizza
7,2,0,1,0,298,2,5,2,2,1,1,got_pizza
3,21,0,0,0,249,0,11,2,0,1,5,got_pizza
3,2,0,0,0,49,1,0,0,1,0,0,got_pizza
3,3,0,0,1,113,1,5,1,0,0,0,got_pizza
3,1,0,0,0,167,2,4,1,1,0,0,got_pizza
13,4,0,0,0,54,0,0,1,0,0,0,got_pizza
2,2,0,0,0,121,1,2,0,0,0,0,got_pizza
2,15,0,0,0,46,0,1,0,0,0,0,got_pizza
0,0,0,0,0,63,3,2,0,0,2,0,got_pizza
3,15,0,0,0,241,4,7,2,0,5,2,got_pizza
2,2,0,0,0,102,2,4,1,0,0,0,got_pizza
2,2,0,1,0,45,1,3,0,0,0,0,got_pizza
5,6,0,0,0,169,1,6,0,0,2,0,got_pizza
1,0,0,1,0,56,0,4,1,0,0,1,got_pizza
0,2,0,0,0,68,0,2,0,1,0,0,got_pizza
10,6,0,0,0,135,1,5,2,2,0,0,got_pizza
4,1,0,1,0,84,6,0,0,0,2,2,got_pizza
7,18,1,0,0,78,1,2,0,1,0,0,got_pizza
0,0,0,0,0,119,1,1,0,0,0,1,got_pizza
9,8,0,1,0,99,1,2,0,0,0,0,got_pizza
0,4,0,1,0,86,1,4,0,0,0,0,got_pizza
27,8,0,0,0,84,0,4,0,0,2,0,got_pizza
0,7,1,0,0,81,0,1,0,0,0,0,got_pizza
11,8,0,0,0,89,2,2,0,0,2,0,got_pizza
1,1,0,0,0,73,1,3,0,0,0,0,got_pizza
18,13,0,0,0,27,3,1,0,0,0,0,got_pizza
1,3,0,0,0,66,0,2,0,0,0,0,got_pizza
19,8,0,0,0,54,1,3,0,0,0,0,got_pizza
13,6,0,0,0,40,0,3,1,0,0,0,got_pizza
5,4,0,0,0,113,3,2,0,1,2,0,got_pizza
9,6,0,0,0,64,0,3,1,1,1,0,got_pizza
1,1,0,0,0,31,0,2,0,0,1,0,got_pizza
3,5,0,1,0,285,3,9,3,0,2,0,got_pizza
4,2,0,0,0,124,4,1,3,3,0,0,got_pizza
9,2,0,0,0,58,0,1,0,0,0,0,got_pizza
2,6,0,0,0,109,0,4,1,0,0,1,got_pizza
22,3,0,0,0,43,0,2,0,0,0,1,got_pizza
0,4,0,0,0,63,0,2,0,0,0,0,got_pizza
1,8,0,0,0,98,0,3,1,0,1,0,got_pizza
1,2,0,0,0,110,1,2,0,1,0,0,got_pizza
2,3,0,0,0,106,7,4,0,0,0,0,got_pizza
3,10,0,1,1,69,2,5,0,0,0,0,got_pizza
6,3,0,0,0,66,3,4,0,0,2,0,got_pizza
2,0,0,0,0,21,0,1,0,0,0,0,got_pizza
5,10,0,0,0,102,3,2,0,3,0,0,got_pizza
8,2,0,0,0,67,0,2,0,0,1,0,got_pizza
1,19,0,0,0,69,0,1,0,0,0,0,got_pizza
4,3,0,0,0,65,2,2,2,1,0,0,got_pizza
3,24,1,0,0,105,0,0,3,0,0,3,got_pizza
5,3,0,0,0,67,2,0,0,0,0,0,got_pizza
3,1,0,0,0,167,2,4,1,1,0,0,got_pizza
0,4,0,0,0,104,2,2,0,0,1,0,got_pizza
1,8,0,1,0,138,2,0,1,0,0,1,got_pizza
7,3,0,0,0,73,0,1,0,0,0,2,got_pizza
14,4,1,1,0,75,3,3,0,0,0,0,got_pizza
2,0,0,0,0,54,1,4,0,0,2,0,got_pizza
0,5,0,0,0,150,2,5,0,2,0,0,got_pizza
6,17,0,0,0,195,2,4,0,0,3,0,got_pizza
2,2,0,0,0,583,9,6,7,1,1,0,got_pizza
0,2,0,0,0,172,3,2,0,0,0,0,got_pizza
24,2,0,0,0,35,1,3,0,0,0,0,got_pizza
18,8,0,0,0,49,0,0,0,0,0,0,got_pizza
1,3,0,0,0,105,1,4,1,0,0,1,got_pizza
2,5,0,1,0,54,4,1,0,0,0,0,got_pizza
15,1,0,0,0,93,0,2,0,0,2,0,got_pizza
4,1,0,0,0,315,4,9,2,0,3,0,got_pizza
6,3,0,0,0,48,1,0,0,0,0,0,got_pizza
3,1,0,0,0,63,3,1,0,2,0,0,got_pizza
8,0,0,0,1,89,1,0,2,0,2,0,got_pizza
0,6,0,0,0,46,0,1,0,0,0,2,got_pizza
0,0,0,0,0,186,0,3,0,0,0,0,got_pizza
2,0,0,0,0,38,0,2,0,1,0,0,got_pizza
11,2,0,0,0,54,1,1,0,0,1,0,got_pizza
2,2,0,0,0,145,2,3,0,0,0,0,got_pizza
11,10,0,0,0,69,2,2,1,0,0,0,got_pizza
3,2,0,0,0,89,1,2,0,0,0,0,got_pizza
2,1,0,1,0,42,1,0,0,0,1,0,got_pizza
1,1,0,0,0,28,0,1,1,0,0,0,got_pizza
14,1,0,0,0,83,3,1,0,0,2,0,got_pizza
2,2,0,0,0,68,1,3,0,0,0,0,got_pizza
2,2,0,1,0,85,4,2,0,0,1,0,got_pizza
0,0,0,0,0,24,0,0,0,0,0,0,got_pizza
6,0,0,1,0,97,4,1,1,2,0,0,got_pizza
16,13,0,0,0,193,1,5,3,0,0,0,got_pizza
7,9,0,0,0,95,3,1,0,1,0,3,got_pizza
7,6,0,1,0,127,4,7,0,3,0,0,got_pizza
1,0,0,0,0,77,0,7,0,1,0,0,got_pizza
0,1,0,1,0,38,0,2,0,0,1,0,got_pizza
4,0,0,0,0,40,0,2,0,1,0,0,got_pizza
2,0,0,0,0,54,1,4,0,0,2,0,got_pizza
3,3,0,1,1,157,4,3,0,4,0,0,got_pizza
2,2,0,1,0,45,1,3,0,0,0,0,got_pizza
1,3,0,0,0,133,1,4,1,0,0,0,got_pizza
0,4,0,1,0,86,1,4,0,0,0,0,got_pizza
7,2,0,1,0,51,1,1,0,0,0,0,got_pizza
6,0,1,0,0,86,0,1,1,0,0,0,got_pizza
13,10,0,0,0,83,0,1,0,0,3,0,got_pizza
6,5,0,0,0,120,2,3,2,0,1,1,got_pizza
29,4,0,0,0,39,0,0,0,0,0,0,got_pizza
0,0,0,1,0,69,1,4,0,0,0,0,got_pizza
2,0,0,1,0,183,0,1,1,0,0,4,got_pizza
1,2,0,0,1,144,1,3,0,0,0,0,got_pizza
1,0,1,0,0,82,1,1,0,0,1,4,got_pizza
1,1,0,0,0,40,0,2,0,0,1,0,got_pizza
7,0,0,1,0,36,2,2,0,3,0,0,got_pizza
4,1,0,0,0,315,4,9,2,0,3,0,got_pizza
1,1,0,0,0,25,2,0,0,0,0,0,got_pizza
2,3,0,1,0,112,1,3,0,0,0,0,got_pizza
0,0,0,1,0,53,3,1,0,1,0,0,got_pizza
1,0,0,0,0,33,0,1,1,0,0,0,got_pizza
3,0,0,0,0,27,0,1,0,0,0,0,got_pizza
17,11,0,0,0,62,4,4,0,0,1,0,got_pizza
9,7,0,0,0,53,0,1,0,0,0,0,got_pizza
0,0,0,0,0,78,0,2,0,0,0,0,got_pizza
7,3,1,0,0,29,0,0,0,0,0,0,got_pizza
0,6,0,0,0,63,2,3,0,0,1,2,got_pizza
1,0,0,0,0,101,0,2,0,1,0,3,got_pizza
5,3,1,0,0,96,0,2,0,0,0,4,got_pizza
6,17,1,0,0,453,5,9,1,5,0,3,got_pizza
2,11,0,0,0,34,2,0,0,0,1,1,got_pizza
0,1,0,0,0,7,0,0,0,0,0,0,got_pizza
0,4,0,0,0,89,3,1,0,0,0,2,got_pizza
1,2,0,0,0,110,0,4,2,0,0,0,got_pizza
10,10,0,0,0,43,1,0,0,0,0,0,got_pizza
3,9,0,0,0,113,0,2,0,0,0,0,got_pizza
13,6,0,0,0,40,0,3,1,0,0,0,got_pizza
5,10,0,0,0,25,0,1,0,2,0,0,got_pizza
17,28,1,0,0,194,0,1,0,0,0,0,got_pizza
0,6,0,0,0,152,6,4,0,0,0,1,got_pizza
16,13,0,0,0,141,2,3,2,1,0,0,got_pizza
4,0,0,1,0,122,4,3,0,2,0,0,got_pizza
3,3,0,1,0,118,6,3,0,3,0,0,got_pizza
0,9,0,0,0,18,0,1,1,0,0,0,got_pizza
1,0,0,0,0,106,2,3,0,0,2,1,got_pizza
2,3,0,0,0,297,1,5,0,0,0,2,got_pizza
2,0,0,0,0,6,0,0,0,0,0,0,got_pizza
18,17,0,0,0,172,2,4,1,0,1,1,got_pizza
6,6,0,0,0,53,2,3,1,0,0,0,got_pizza
0,0,0,0,0,96,0,0,0,0,0,0,got_pizza
2,2,0,0,0,50,0,3,1,0,0,0,got_pizza
1,0,0,1,0,20,2,1,0,0,0,0,got_pizza
16,10,0,0,0,102,2,1,0,0,0,0,got_pizza
21,18,0,0,0,78,2,4,1,0,0,2,got_pizza
3,1,0,0,0,57,2,0,0,4,0,2,got_pizza
2,1,0,1,0,94,2,1,0,0,1,0,got_pizza
13,3,0,0,0,32,1,0,0,0,0,0,got_pizza
10,0,0,0,0,87,1,3,0,0,1,0,got_pizza
2,24,0,0,0,266,0,4,0,0,5,5,got_pizza
14,1,0,0,0,83,3,1,0,0,2,0,got_pizza
2,0,0,1,0,183,0,1,1,0,0,4,got_pizza
1,2,0,0,0,122,0,4,1,0,0,0,got_pizza
12,13,0,0,0,168,3,5,0,0,4,0,got_pizza
5,17,0,1,1,156,1,2,0,0,1,0,got_pizza
9,1,0,0,0,52,2,1,0,0,1,0,got_pizza
1,0,1,0,0,38,0,0,0,0,0,0,got_pizza
2,3,0,0,0,114,4,2,4,2,0,0,got_pizza
2,1,1,1,0,59,2,3,0,0,0,0,got_pizza
8,4,0,1,0,27,2,1,0,0,0,0,got_pizza
8,4,0,0,0,65,0,1,0,0,0,0,got_pizza
11,0,0,0,0,102,1,5,0,1,0,1,got_pizza
3,1,0,0,0,117,0,1,0,0,0,0,got_pizza
3,2,0,0,0,109,3,3,3,0,0,0,got_pizza
0,4,0,0,0,41,0,1,0,0,0,0,got_pizza
12,3,0,0,0,92,0,2,1,0,0,0,got_pizza
1,0,0,0,0,54,0,3,0,0,0,1,got_pizza
5,2,0,0,0,74,0,0,0,0,5,2,got_pizza
2,0,0,0,0,73,3,3,0,2,0,1,got_pizza
2,6,0,0,0,97,3,3,0,0,0,4,got_pizza
7,3,1,0,0,29,0,0,0,0,0,0,got_pizza
1,2,0,0,0,139,1,6,0,0,0,0,got_pizza
11,10,0,0,0,86,0,0,0,0,0,0,got_pizza
0,1,0,0,0,199,1,4,0,0,0,0,got_pizza
5,2,0,0,0,214,4,4,0,1,1,2,got_pizza
2,2,0,0,0,52,1,2,1,0,1,0,got_pizza
33,3,0,0,0,115,1,3,1,0,0,0,got_pizza
3,3,0,0,0,65,0,0,0,4,0,1,got_pizza
3,3,0,0,0,37,1,1,0,0,0,0,got_pizza
2,0,0,0,0,69,0,1,1,0,0,0,got_pizza
19,8,0,0,0,69,1,1,3,0,0,0,got_pizza
1,0,0,0,1,101,0,1,0,1,0,0,got_pizza
2,0,0,0,0,33,0,2,0,1,0,0,got_pizza
1,1,0,0,0,87,1,2,0,0,0,0,got_pizza
16,2,0,1,0,65,4,1,1,0,0,0,got_pizza
1,19,0,0,0,69,0,1,0,0,0,0,got_pizza
0,6,0,0,0,74,2,0,0,1,0,0,got_pizza
1,2,0,0,0,189,0,2,0,0,0,1,got_pizza
8,4,0,0,0,76,0,4,1,0,0,0,got_pizza
2,4,0,0,0,49,1,0,0,0,0,0,got_pizza
1,1,0,1,0,150,1,2,0,0,0,0,got_pizza
7,6,0,0,0,304,3,3,1,3,0,4,got_pizza
1,5,0,1,0,115,2,1,1,1,3,0,got_pizza
0,0,0,0,0,56,0,1,0,1,0,0,got_pizza
1,5,0,0,1,116,1,2,0,0,0,0,got_pizza
8,4,0,1,0,174,2,2,3,0,2,0,got_pizza
1,6,0,0,0,156,0,2,1,0,0,2,got_pizza
19,4,0,0,0,122,1,3,0,0,2,0,got_pizza
7,0,0,0,0,122,1,6,0,0,0,0,got_pizza
14,7,0,0,0,245,2,10,3,0,0,1,got_pizza
13,1,0,0,0,134,5,4,0,0,0,0,got_pizza
2,4,0,0,0,89,1,3,2,0,0,0,got_pizza
1,8,0,0,0,51,0,3,0,0,0,1,got_pizza
6,12,0,0,0,35,1,1,0,0,1,2,got_pizza
2,0,0,0,0,79,0,3,0,0,1,0,got_pizza
5,3,0,0,0,73,0,0,0,0,0,0,got_pizza
2,3,0,0,0,33,1,2,0,0,0,0,got_pizza
7,2,0,0,0,94,1,2,0,0,0,0,got_pizza
32,2,1,0,0,156,2,1,1,4,1,0,got_pizza
1,5,0,0,0,84,2,0,0,0,0,0,got_pizza
5,17,0,0,1,192,0,0,0,0,0,0,got_pizza
1,5,0,0,0,62,3,2,0,2,1,1,got_pizza
2,2,0,0,0,50,0,3,1,0,0,0,got_pizza
5,8,0,0,0,69,1,2,0,0,0,0,got_pizza
2,6,0,1,0,84,3,8,0,0,0,0,got_pizza
4,1,0,0,0,49,1,2,0,0,0,1,got_pizza
1,0,0,0,0,43,1,1,0,0,3,0,got_pizza
5,10,0,1,0,62,0,2,0,0,1,0,got_pizza
1,1,0,0,0,75,0,1,1,0,0,0,got_pizza
5,4,0,0,0,252,5,4,2,1,1,2,got_pizza
2,2,0,0,0,67,2,2,0,0,0,0,got_pizza
25,2,0,0,0,261,0,7,1,0,3,0,got_pizza
0,1,1,0,0,34,1,1,0,0,0,0,got_pizza
0,8,0,0,0,199,2,3,2,0,1,0,got_pizza
2,0,0,1,0,33,2,0,0,0,0,0,got_pizza
10,3,0,0,0,173,0,5,0,0,2,0,got_pizza
5,0,0,0,0,131,0,1,0,0,0,0,got_pizza
10,1,0,0,0,42,0,0,0,2,0,1,got_pizza
1,13,0,0,0,92,0,3,0,0,1,0,got_pizza
5,1,0,0,0,152,1,2,0,0,0,1,got_pizza
7,2,0,1,0,298,2,5,2,2,1,1,got_pizza
1,0,0,0,0,99,1,1,1,0,0,0,got_pizza
0,2,0,0,0,91,0,2,6,0,0,0,got_pizza
4,7,0,0,0,64,0,1,0,0,1,0,got_pizza
3,3,0,0,0,37,1,1,0,0,0,0,got_pizza
7,5,0,0,0,55,1,4,0,0,2,0,got_pizza
0,0,0,0,0,32,0,0,0,0,0,0,got_pizza
6,1,0,0,0,67,1,4,0,0,0,0,got_pizza
5,5,0,1,0,216,1,5,0,1,6,0,got_pizza
0,2,0,1,0,93,1,3,0,0,0,1,got_pizza
2,5,0,1,1,102,3,3,0,2,0,0,got_pizza
18,12,0,0,0,102,4,2,0,0,1,0,got_pizza
1,0,0,0,0,33,0,1,1,0,0,0,got_pizza
1,5,0,0,0,73,2,1,0,0,0,0,got_pizza
3,3,0,0,0,74,1,1,2,0,0,0,got_pizza
3,1,0,0,0,57,2,0,0,4,0,2,got_pizza
2,1,0,0,0,100,0,3,0,1,0,3,got_pizza
2,4,0,0,0,63,3,1,2,0,0,0,got_pizza
0,0,0,0,0,57,1,0,2,0,0,0,got_pizza
3,5,0,0,0,31,0,1,0,0,0,0,got_pizza
2,6,0,0,0,91,1,5,2,1,0,0,got_pizza
3,4,0,1,0,68,2,1,0,0,0,1,got_pizza
1,0,0,1,0,31,1,1,2,0,0,0,got_pizza
20,2,0,0,0,44,0,0,1,0,0,0,got_pizza
6,8,0,0,0,55,4,0,0,0,0,0,got_pizza
1,1,0,0,0,73,1,3,0,0,0,0,got_pizza
0,3,0,0,0,79,0,0,0,0,0,0,got_pizza
1,3,1,0,0,97,0,1,2,0,4,0,got_pizza
4,9,0,1,0,68,1,1,1,0,0,0,got_pizza
1,5,0,0,0,117,7,4,4,0,0,0,got_pizza
6,3,0,0,0,91,1,2,1,1,2,0,got_pizza
4,1,0,0,0,124,3,4,0,0,1,0,got_pizza
1,0,0,0,0,54,0,3,0,0,0,1,got_pizza
2,2,0,0,0,88,0,1,0,0,4,0,got_pizza
8,1,0,0,0,222,1,5,3,0,0,0,got_pizza
0,0,0,0,0,46,1,1,0,0,0,0,got_pizza
20,0,0,0,1,156,7,5,2,0,0,1,got_pizza
4,0,0,0,0,62,2,3,2,0,0,0,got_pizza
4,5,0,0,0,170,3,6,1,0,1,0,got_pizza
17,3,0,0,1,113,3,2,0,0,0,1,got_pizza
2,3,0,1,0,85,2,2,0,0,1,0,got_pizza
4,3,0,0,0,129,0,0,0,0,0,1,got_pizza
0,0,0,0,0,168,1,3,0,1,0,0,got_pizza
0,0,0,1,0,42,2,1,0,0,0,0,got_pizza
1,0,0,0,0,65,0,0,0,0,0,0,got_pizza
0,10,0,0,0,70,0,3,1,0,0,0,got_pizza
3,5,1,0,0,35,0,4,0,0,0,0,got_pizza
3,10,0,0,0,234,4,3,3,0,4,0,got_pizza
3,0,0,1,0,152,5,3,0,3,3,0,got_pizza
2,1,0,0,0,27,0,0,0,0,0,0,got_pizza
15,3,1,0,0,83,3,0,0,2,0,0,got_pizza
3,7,0,0,0,310,1,7,1,0,1,1,got_pizza
25,4,0,1,0,158,4,4,0,0,3,1,got_pizza
2,13,0,0,0,49,0,2,0,0,0,0,got_pizza
10,2,0,0,0,86,3,0,0,6,0,0,got_pizza
5,1,0,1,0,78,2,2,1,2,0,1,got_pizza
3,0,0,1,0,76,4,1,1,0,0,0,got_pizza
4,8,0,0,0,135,0,2,1,2,0,4,got_pizza
5,2,0,0,0,74,0,0,0,0,5,2,got_pizza
3,9,0,0,0,113,0,2,0,0,0,0,got_pizza
3,4,1,0,0,62,0,1,0,0,0,0,got_pizza
4,9,0,0,0,126,3,3,0,1,2,2,got_pizza
6,1,0,0,0,10,0,0,0,0,0,0,got_pizza
10,10,0,0,0,43,1,0,0,0,0,0,got_pizza
3,1,0,1,0,48,1,1,0,0,0,0,got_pizza
1,0,0,0,0,135,0,1,2,0,0,0,got_pizza
7,0,0,0,0,141,1,0,0,2,0,2,got_pizza
1,0,0,0,0,65,0,0,0,0,0,0,got_pizza
0,0,0,0,0,51,2,3,0,0,0,0,got_pizza
3,3,0,0,0,45,2,2,0,0,0,0,got_pizza
0,4,0,0,0,89,3,1,0,0,0,2,got_pizza
2,0,1,0,0,53,0,1,0,0,0,0,got_pizza
2,2,0,0,0,21,0,0,0,0,0,0,got_pizza
9,2,0,0,0,192,1,5,0,6,0,0,got_pizza
21,6,0,0,0,68,1,3,0,0,1,1,got_pizza
4,5,0,1,0,25,1,2,0,0,0,0,got_pizza
9,11,0,1,0,159,1,3,0,2,0,0,got_pizza
10,2,0,0,0,11,0,0,0,0,0,0,got_pizza
1,6,0,0,0,58,3,1,0,0,0,0,got_pizza
2,1,0,0,0,211,0,1,3,0,0,3,got_pizza
3,3,0,0,0,68,3,0,2,1,0,0,got_pizza
2,3,0,0,0,133,5,4,2,0,0,0,got_pizza
6,7,0,0,0,64,1,2,0,4,0,1,got_pizza
28,21,0,0,0,47,0,3,0,0,0,0,got_pizza
24,40,1,1,0,419,4,9,1,0,3,2,got_pizza
2,11,0,1,0,187,8,8,1,0,1,0,got_pizza
1,1,0,0,0,100,1,1,2,0,0,1,got_pizza
8,10,0,0,0,23,0,2,0,0,0,0,got_pizza
1,2,0,0,0,57,1,2,0,0,1,0,got_pizza
5,3,0,0,0,299,4,8,1,0,1,0,got_pizza
17,4,0,0,0,163,2,4,0,0,0,0,got_pizza
6,3,0,0,0,125,0,1,4,0,2,0,got_pizza
8,7,0,1,0,74,4,1,3,0,0,0,got_pizza
4,3,0,0,1,90,1,2,1,0,0,0,got_pizza
4,4,0,1,0,36,2,1,0,0,0,0,got_pizza
0,2,0,1,0,35,0,0,0,0,0,0,got_pizza
2,4,0,1,0,59,1,2,0,0,0,0,got_pizza
1,1,0,0,0,48,0,1,1,0,0,0,got_pizza
