ups,num_comments,image_provided,reciprocate,exchange,text_length,label
1,0,0,0,0,21,no_pizza
6,0,0,0,0,22,no_pizza
0,0,0,0,0,76,no_pizza
2,0,0,0,0,46,no_pizza
13,0,0,0,1,185,no_pizza
2,0,0,0,0,108,no_pizza
1,0,0,0,0,57,no_pizza
0,0,0,0,0,81,no_pizza
6,0,0,0,0,62,no_pizza
5,1,0,1,0,138,no_pizza
3,0,0,0,0,44,no_pizza
9,1,0,1,0,61,no_pizza
1,36,0,1,0,57,no_pizza
2,0,0,0,1,56,no_pizza
9,6,0,0,0,85,no_pizza
0,2,0,0,0,99,no_pizza
0,0,0,1,0,54,no_pizza
12,3,0,0,0,62,no_pizza
1,1,0,0,0,27,no_pizza
0,0,0,0,0,18,no_pizza
2,3,0,0,0,93,no_pizza
2,2,1,1,0,163,no_pizza
1,0,0,1,0,77,no_pizza
0,0,0,0,0,66,no_pizza
3,14,0,0,0,115,no_pizza
0,0,0,0,0,92,no_pizza
1,3,0,0,0,48,no_pizza
15,6,0,0,0,57,no_pizza
1,0,0,0,0,36,no_pizza
1,0,0,0,0,32,no_pizza
0,0,1,0,0,57,no_pizza
1,1,0,0,1,56,no_pizza
1,0,0,0,0,41,no_pizza
9,5,0,0,0,38,no_pizza
3,1,1,0,0,27,no_pizza
7,2,0,0,0,85,no_pizza
2,2,0,1,0,61,no_pizza
1,0,0,0,0,75,no_pizza
1,0,0,0,0,47,no_pizza
1,1,0,0,0,48,no_pizza
7,2,0,0,0,169,no_pizza
6,4,0,0,0,24,no_pizza
2,0,0,0,0,103,no_pizza
7,2,1,0,0,78,no_pizza
5,6,0,1,0,65,no_pizza
1,0,0,0,0,75,no_pizza
2,1,0,0,0,115,no_pizza
3,2,0,0,0,48,no_pizza
1,1,0,0,0,78,no_pizza
1,2,0,0,0,55,no_pizza
3,0,0,1,0,44,no_pizza
10,3,0,1,0,53,no_pizza
3,26,0,1,0,89,no_pizza
1,2,0,0,0,46,no_pizza
0,0,0,0,0,39,no_pizza
7,2,1,0,0,78,no_pizza
1,0,0,0,0,28,no_pizza
7,23,0,0,0,43,no_pizza
6,0,0,0,0,28,no_pizza
3,0,0,0,0,46,no_pizza
7,0,0,0,0,31,no_pizza
0,0,0,0,0,104,no_pizza
1,0,0,0,0,31,no_pizza
3,0,0,0,0,123,no_pizza
3,0,0,0,0,24,no_pizza
3,0,0,0,0,115,no_pizza
4,2,0,0,0,28,no_pizza
7,2,0,0,0,165,no_pizza
0,10,0,0,0,32,no_pizza
2,0,0,1,0,27,no_pizza
4,4,0,0,0,216,no_pizza
2,0,0,0,0,105,no_pizza
0,0,0,0,0,46,no_pizza
0,1,0,1,0,121,no_pizza
0,2,0,0,0,150,no_pizza
3,1,0,1,0,70,no_pizza
1,0,1,0,0,121,no_pizza
1,3,0,0,0,77,no_pizza
3,4,0,0,0,25,no_pizza
0,0,0,0,0,84,no_pizza
0,0,0,0,0,36,no_pizza
2,0,0,1,0,102,no_pizza
13,1,0,0,0,39,no_pizza
1,2,0,1,0,58,no_pizza
2,0,0,1,0,93,no_pizza
2,0,0,0,0,86,no_pizza
1,0,0,1,0,123,no_pizza
2,1,0,0,0,44,no_pizza
17,7,0,0,0,22,no_pizza
0,0,0,0,0,125,no_pizza
2,0,0,0,0,134,no_pizza
4,3,0,0,0,28,no_pizza
9,11,0,0,0,29,no_pizza
1,0,0,1,0,65,no_pizza
5,0,0,0,0,38,no_pizza
1,0,0,0,0,23,no_pizza
0,0,0,1,0,122,no_pizza
4,5,0,0,0,119,no_pizza
1,3,0,0,0,75,no_pizza
26,12,0,0,0,98,no_pizza
0,1,0,0,0,182,no_pizza
0,0,0,0,0,47,no_pizza
3,2,0,1,0,139,no_pizza
0,0,0,0,0,18,no_pizza
3,0,0,0,0,112,no_pizza
3,2,0,0,0,29,no_pizza
1,0,0,0,0,76,no_pizza
16,6,0,0,0,86,no_pizza
3,5,0,1,0,133,no_pizza
3,0,0,0,0,55,no_pizza
9,0,0,0,0,57,no_pizza
3,0,0,1,0,92,no_pizza
1,1,0,0,0,291,no_pizza
0,12,0,0,0,234,no_pizza
1,2,0,0,0,70,no_pizza
1,2,0,0,0,65,no_pizza
0,2,0,0,0,80,no_pizza
4,0,0,0,0,51,no_pizza
1,0,0,1,0,37,no_pizza
5,1,0,0,0,121,no_pizza
0,2,0,0,0,12,no_pizza
29,8,0,0,0,42,no_pizza
7,0,0,0,0,66,no_pizza
1,2,0,1,0,160,no_pizza
4,3,0,0,0,37,no_pizza
0,0,0,1,0,69,no_pizza
2,0,0,0,1,58,no_pizza
2,11,0,0,0,53,no_pizza
0,0,0,0,0,60,no_pizza
0,0,0,0,1,105,no_pizza
1,0,0,0,0,133,no_pizza
0,0,0,0,0,46,no_pizza
0,0,0,0,0,106,no_pizza
1,2,0,1,0,99,no_pizza
1,0,0,0,0,42,no_pizza
6,1,0,0,0,92,no_pizza
0,0,1,0,0,69,no_pizza
1,2,0,0,0,51,no_pizza
3,4,0,0,0,164,no_pizza
5,5,0,1,0,133,no_pizza
1,0,0,0,0,61,no_pizza
3,0,0,0,0,73,no_pizza
4,27,0,0,0,28,no_pizza
1,0,0,0,0,68,no_pizza
13,4,0,0,0,207,no_pizza
0,0,0,0,0,52,no_pizza
6,5,0,0,0,104,no_pizza
1,2,0,0,0,3,no_pizza
1,0,0,0,0,417,no_pizza
0,0,0,0,0,11,no_pizza
3,2,0,1,0,106,no_pizza
2,0,0,0,0,116,no_pizza
28,10,0,0,0,96,no_pizza
1,0,0,0,0,31,no_pizza
2,1,0,0,0,100,no_pizza
2,1,0,0,0,134,no_pizza
0,2,0,0,0,40,no_pizza
2,0,0,0,0,72,no_pizza
0,0,0,0,0,95,no_pizza
4,5,0,0,0,80,no_pizza
5,0,0,1,0,55,no_pizza
2,0,0,1,0,67,no_pizza
1,2,0,0,0,40,no_pizza
14,3,0,0,0,147,no_pizza
3,0,0,0,0,58,no_pizza
0,3,0,1,0,187,no_pizza
0,1,0,1,0,127,no_pizza
1,0,0,1,0,87,no_pizza
9,1,0,1,0,66,no_pizza
1,0,0,0,0,50,no_pizza
1,2,0,0,0,40,no_pizza
1,0,0,0,0,101,no_pizza
2,5,0,0,0,136,no_pizza
2,0,1,0,0,129,no_pizza
0,0,0,0,0,62,no_pizza
1,1,0,0,0,135,no_pizza
1,0,0,0,0,32,no_pizza
7,0,0,0,0,29,no_pizza
1,0,0,0,0,160,no_pizza
1,0,0,0,0,102,no_pizza
1,0,0,0,0,90,no_pizza
8,0,0,0,0,79,no_pizza
2,0,0,0,0,90,no_pizza
10,2,0,0,0,31,no_pizza
2,0,0,0,0,30,no_pizza
2,0,0,0,0,56,no_pizza
2,0,0,1,0,303,no_pizza
0,0,0,0,0,44,no_pizza
2,2,0,0,0,17,no_pizza
1,0,0,0,0,68,no_pizza
1,1,0,1,0,63,no_pizza
1,0,0,1,0,52,no_pizza
0,0,0,0,0,54,no_pizza
0,2,0,0,0,226,no_pizza
1,2,0,0,0,116,no_pizza
6,0,0,0,0,19,no_pizza
3,0,0,1,0,152,no_pizza
5,1,0,0,0,30,no_pizza
1,0,0,1,0,34,no_pizza
2,0,0,1,0,56,no_pizza
4,2,0,0,0,81,no_pizza
0,0,0,0,0,158,no_pizza
5,3,0,0,0,158,no_pizza
15,5,0,0,0,397,no_pizza
4,0,0,1,0,59,no_pizza
4,0,0,0,1,77,no_pizza
0,0,0,0,0,78,no_pizza
4,0,0,0,0,48,no_pizza
12,11,1,1,0,144,no_pizza
11,5,0,0,0,64,no_pizza
1,0,0,0,0,48,no_pizza
2,0,0,0,0,30,no_pizza
2,4,0,0,0,55,no_pizza
2,0,0,0,0,74,no_pizza
5,1,0,0,0,125,no_pizza
1,0,0,0,0,51,no_pizza
2,0,0,0,0,69,no_pizza
7,1,0,0,0,100,no_pizza
2,0,0,0,0,146,no_pizza
2,1,0,0,0,52,no_pizza
3,1,0,0,0,32,no_pizza
0,1,0,0,0,47,no_pizza
0,0,0,0,0,137,no_pizza
1,2,1,0,0,54,no_pizza
0,0,0,0,0,117,no_pizza
1,0,0,1,0,146,no_pizza
2,0,0,1,0,78,no_pizza
3,1,0,0,0,84,no_pizza
0,0,0,0,0,90,no_pizza
2,0,0,0,0,24,no_pizza
1,0,0,0,0,60,no_pizza
2,3,0,0,0,61,no_pizza
1,0,0,1,0,215,no_pizza
0,0,0,0,0,24,no_pizza
2,3,0,0,0,85,no_pizza
2,3,0,0,0,100,no_pizza
2,2,0,0,0,20,no_pizza
3,0,0,0,0,109,no_pizza
2,2,0,0,0,91,no_pizza
2,2,0,1,0,107,no_pizza
10,6,0,0,0,70,no_pizza
1,2,0,0,0,193,no_pizza
1,1,0,0,0,117,no_pizza
0,0,0,0,0,18,no_pizza
3,1,0,0,0,57,no_pizza
2,0,0,0,0,206,no_pizza
2,0,0,0,0,97,no_pizza
7,16,0,0,0,44,no_pizza
1,0,0,1,0,46,no_pizza
12,3,0,1,0,63,no_pizza
4,2,0,0,0,30,no_pizza
0,0,0,0,0,91,no_pizza
0,0,0,0,0,48,no_pizza
1,2,0,0,0,101,no_pizza
49,6,0,0,0,72,no_pizza
2,0,0,1,0,48,no_pizza
5,0,0,0,0,56,no_pizza
7,3,0,1,0,86,no_pizza
0,1,0,0,0,24,no_pizza
20,0,0,0,0,77,no_pizza
0,0,0,0,0,101,no_pizza
4,17,0,0,1,46,no_pizza
3,3,0,0,0,137,no_pizza
0,0,0,0,0,16,no_pizza
0,0,0,0,0,23,no_pizza
2,0,0,0,0,150,no_pizza
17,5,0,0,0,94,no_pizza
2,4,0,0,0,113,no_pizza
2,2,0,0,0,25,no_pizza
2,1,0,0,0,41,no_pizza
4,10,0,1,0,257,no_pizza
3,7,0,0,0,115,no_pizza
2,0,0,0,0,13,no_pizza
2,1,0,0,0,35,no_pizza
8,2,0,0,0,49,no_pizza
0,0,0,1,0,53,no_pizza
1,0,1,1,0,102,no_pizza
8,6,0,0,0,41,no_pizza
5,0,0,0,0,102,no_pizza
0,5,0,0,1,65,no_pizza
2,0,0,0,0,33,no_pizza
1,5,0,0,0,110,no_pizza
1,0,0,0,0,28,no_pizza
13,5,0,0,0,22,no_pizza
22,11,0,0,0,48,no_pizza
1,4,0,0,0,43,no_pizza
2,0,0,0,1,123,no_pizza
2,3,0,0,0,37,no_pizza
7,4,0,0,0,53,no_pizza
0,0,0,0,0,48,no_pizza
4,2,0,0,0,69,no_pizza
7,4,0,0,0,131,no_pizza
0,0,0,0,0,112,no_pizza
4,1,0,0,0,76,no_pizza
1,0,0,1,0,82,no_pizza
0,1,0,1,0,33,no_pizza
0,0,0,0,0,81,no_pizza
6,0,0,0,0,22,no_pizza
11,3,1,0,0,220,no_pizza
0,0,0,0,0,28,no_pizza
1,6,0,0,0,44,no_pizza
9,0,0,0,0,43,no_pizza
1,1,0,0,0,85,no_pizza
4,7,0,1,0,91,no_pizza
2,4,0,0,0,52,no_pizza
1,0,0,0,0,78,no_pizza
2,0,0,0,0,81,no_pizza
2,1,0,0,0,40,no_pizza
2,0,0,0,1,97,no_pizza
4,6,0,0,0,171,no_pizza
0,0,0,0,0,46,no_pizza
3,2,0,0,0,78,no_pizza
5,0,0,0,0,73,no_pizza
1,0,0,0,0,37,no_pizza
0,0,0,0,0,62,no_pizza
0,2,0,0,0,78,no_pizza
9,4,0,0,0,66,no_pizza
1,0,0,1,0,21,no_pizza
2,0,0,0,0,130,no_pizza
1,1,0,0,0,27,no_pizza
1,0,0,0,0,20,no_pizza
9,3,1,0,0,33,no_pizza
0,0,0,0,0,61,no_pizza
1,0,1,0,0,125,no_pizza
0,0,0,0,0,42,no_pizza
2,0,0,0,0,49,no_pizza
0,0,0,0,0,27,no_pizza
1,0,0,1,0,68,no_pizza
1,1,0,1,0,86,no_pizza
1,1,0,0,0,177,no_pizza
1,1,1,0,0,123,no_pizza
1,0,0,0,0,37,no_pizza
6,0,0,0,0,87,no_pizza
1,0,0,1,0,148,no_pizza
2,0,0,0,0,41,no_pizza
4,2,0,0,0,27,no_pizza
0,0,0,0,0,91,no_pizza
2,2,0,1,0,174,no_pizza
0,0,0,0,1,107,no_pizza
4,0,0,0,0,38,no_pizza
3,2,0,0,0,87,no_pizza
1,0,0,0,0,36,no_pizza
19,22,1,0,0,97,no_pizza
2,0,0,1,0,80,no_pizza
7,7,0,1,0,193,no_pizza
4,0,0,0,0,58,no_pizza
3,6,0,0,0,144,no_pizza
0,0,0,0,0,53,no_pizza
2,4,0,0,0,106,no_pizza
2,1,0,0,0,45,no_pizza
0,0,0,1,0,64,no_pizza
1,0,0,0,0,60,no_pizza
3,0,0,0,0,17,no_pizza
4,4,0,0,0,144,no_pizza
1,0,0,0,0,62,no_pizza
2,0,0,0,0,65,no_pizza
1,0,0,0,0,106,no_pizza
2,16,0,0,0,97,no_pizza
6,1,0,0,1,167,no_pizza
9,0,0,0,0,59,no_pizza
5,2,0,0,0,51,no_pizza
12,8,0,0,0,164,no_pizza
0,2,0,0,0,72,no_pizza
4,4,0,0,0,76,no_pizza
6,0,0,0,0,54,no_pizza
73,13,0,0,0,37,no_pizza
1,0,0,0,0,48,no_pizza
0,0,0,0,0,17,no_pizza
0,5,0,0,0,47,no_pizza
11,0,0,0,0,192,no_pizza
0,0,0,0,0,122,no_pizza
68,12,0,0,0,185,no_pizza
3,9,0,1,0,157,no_pizza
6,2,0,0,0,114,no_pizza
3,0,0,0,0,67,no_pizza
2,0,0,1,0,72,no_pizza
0,1,0,1,0,62,no_pizza
4,0,0,0,0,510,no_pizza
4,6,0,0,0,184,no_pizza
3,1,0,0,0,34,no_pizza
0,2,0,0,0,86,no_pizza
5,2,0,0,0,84,no_pizza
8,0,0,0,0,9,no_pizza
0,0,0,0,0,81,no_pizza
2,0,0,1,0,204,no_pizza
0,1,0,0,0,85,no_pizza
6,2,0,0,0,46,no_pizza
5,3,0,0,0,113,no_pizza
1,0,0,0,0,58,no_pizza
1,1,0,0,0,40,no_pizza
0,0,0,0,0,28,no_pizza
2,0,0,0,0,21,no_pizza
0,8,0,0,0,39,no_pizza
2,0,0,0,0,27,no_pizza
0,4,0,0,0,60,no_pizza
1,1,0,1,0,82,no_pizza
3,0,0,0,0,14,no_pizza
5,0,0,1,0,206,no_pizza
1,0,0,1,0,63,no_pizza
3,0,0,0,0,72,no_pizza
8,0,0,0,0,84,no_pizza
1,0,0,0,0,17,no_pizza
2,0,0,0,0,47,no_pizza
2,1,0,0,0,24,no_pizza
1,3,0,0,0,58,no_pizza
2,0,0,0,0,69,no_pizza
1,3,0,0,0,51,no_pizza
3,0,0,0,0,42,no_pizza
2,0,0,1,0,159,no_pizza
3,0,0,0,0,30,no_pizza
2,0,0,0,0,121,no_pizza
0,0,0,0,0,30,no_pizza
1,0,0,1,0,63,no_pizza
3,3,0,0,0,144,no_pizza
2,0,0,0,1,119,no_pizza
1,0,0,1,0,46,no_pizza
6,0,0,0,0,98,no_pizza
0,0,0,0,0,99,no_pizza
2,0,0,0,1,198,no_pizza
6,7,0,0,0,124,no_pizza
1,0,0,1,0,21,no_pizza
0,4,0,0,0,25,no_pizza
1,2,0,0,0,91,no_pizza
2,1,0,0,1,110,no_pizza
0,2,0,0,0,175,no_pizza
3,0,0,0,0,22,no_pizza
1,5,0,0,0,127,no_pizza
6,6,0,0,0,137,no_pizza
15,10,0,0,0,74,no_pizza
1,1,0,0,0,99,no_pizza
0,0,0,0,0,45,no_pizza
0,0,0,0,0,92,no_pizza
1,4,0,0,0,178,no_pizza
9,5,0,1,0,124,no_pizza
1,0,0,1,0,30,no_pizza
1,1,0,0,0,138,no_pizza
11,0,0,0,0,40,no_pizza
11,0,1,1,0,183,no_pizza
1,0,0,0,0,72,no_pizza
1,2,0,0,0,186,no_pizza
1,0,0,0,0,30,no_pizza
6,7,0,0,0,202,no_pizza
4,0,0,0,0,41,no_pizza
4,4,0,0,0,46,no_pizza
2,1,0,0,0,79,no_pizza
5,2,0,0,0,179,no_pizza
0,0,0,1,0,178,no_pizza
1,0,0,0,0,123,no_pizza
1,0,0,0,0,23,no_pizza
0,0,0,0,0,41,no_pizza
1,4,0,0,0,53,no_pizza
3,0,0,0,0,56,no_pizza
3,1,0,0,0,77,no_pizza
1,0,0,0,0,76,no_pizza
26,10,0,0,0,87,no_pizza
1,0,0,0,0,45,no_pizza
1,1,0,0,0,114,no_pizza
5,3,0,0,0,97,no_pizza
2,1,0,0,0,134,no_pizza
2,1,0,0,0,17,no_pizza
1,1,0,0,0,138,no_pizza
1,1,0,0,0,42,no_pizza
2,11,0,0,0,20,no_pizza
3,1,0,0,0,124,no_pizza
0,0,0,1,0,70,no_pizza
1,2,0,0,0,78,no_pizza
9,0,0,1,0,128,no_pizza
0,0,0,0,0,27,no_pizza
2,0,0,0,0,57,no_pizza
1,0,0,0,0,139,no_pizza
7,0,0,0,0,65,no_pizza
9,4,0,0,0,97,no_pizza
1,4,0,0,0,39,no_pizza
4,4,0,1,0,172,no_pizza
16,1,0,0,0,59,no_pizza
1,0,0,0,0,39,no_pizza
2,5,0,0,0,195,no_pizza
1,0,0,0,0,51,no_pizza
1,0,0,0,0,47,no_pizza
5,0,0,0,0,23,no_pizza
3,21,0,0,0,14,no_pizza
3,0,0,0,0,49,no_pizza
0,0,0,0,0,13,no_pizza
2,2,1,0,0,88,no_pizza
0,0,0,0,0,39,no_pizza
1,0,0,0,0,41,no_pizza
4,1,1,1,0,46,no_pizza
3,3,0,0,0,114,no_pizza
25,16,0,0,0,345,no_pizza
0,0,0,0,0,64,no_pizza
2,2,0,0,0,50,no_pizza
2,0,0,1,0,53,no_pizza
4,5,0,1,0,107,no_pizza
1,0,0,0,0,68,no_pizza
2,0,0,0,0,12,no_pizza
1,0,0,0,0,96,no_pizza
3,0,0,0,1,119,no_pizza
0,0,0,0,0,3,no_pizza
1,0,0,0,0,103,no_pizza
2,0,0,0,0,76,no_pizza
2,1,0,0,0,63,no_pizza
3,0,0,0,0,30,no_pizza
0,0,0,0,0,304,no_pizza
5,1,0,0,0,86,no_pizza
3,0,0,0,0,122,no_pizza
13,21,0,0,0,37,no_pizza
1,3,0,0,0,125,no_pizza
1,3,0,0,0,77,no_pizza
7,7,1,0,0,53,no_pizza
1,4,0,0,0,41,no_pizza
2,0,0,1,0,127,no_pizza
2,1,0,0,0,132,no_pizza
11,0,0,0,0,15,no_pizza
1,1,0,0,0,302,no_pizza
2,7,0,0,0,169,no_pizza
1,0,0,0,0,52,no_pizza
6,1,0,0,0,29,no_pizza
0,0,0,0,0,108,no_pizza
0,1,0,0,0,96,no_pizza
1,4,0,0,0,62,no_pizza
3,5,0,0,0,32,no_pizza
1,1,0,0,1,147,no_pizza
2,4,0,0,0,36,no_pizza
1,0,0,0,0,52,no_pizza
1,0,0,0,0,95,no_pizza
2,0,0,0,0,59,no_pizza
23,42,1,0,0,66,no_pizza
5,0,0,0,0,36,no_pizza
5,0,0,1,0,157,no_pizza
16,0,0,0,0,81,no_pizza
2,0,0,0,0,54,no_pizza
1,2,0,0,0,186,no_pizza
1,6,0,0,0,11,no_pizza
9,0,0,0,0,45,no_pizza
8,1,0,0,0,64,no_pizza
2,0,0,0,0,59,no_pizza
2,0,0,0,0,88,no_pizza
7,3,0,0,0,75,no_pizza
0,0,0,0,0,30,no_pizza
2,0,0,1,0,74,no_pizza
0,0,0,0,0,48,no_pizza
0,2,0,0,1,71,no_pizza
6,3,0,0,0,69,no_pizza
0,0,0,0,0,65,no_pizza
1,0,0,0,0,69,no_pizza
