ups,num_comments,image_provided,reciprocate,exchange,text_length,money,time,job,student,family,craving,label
1,0,0,0,0,61,2,2,0,4,0,0,0
1,0,0,0,0,32,0,0,0,0,0,0,0
7,3,0,0,0,136,4,1,1,0,0,1,0
3,1,0,0,0,31,2,3,0,0,0,0,0
0,0,0,0,0,46,1,1,0,0,0,0,0
1,0,0,0,1,69,1,0,0,0,0,0,0
2,0,0,0,0,97,2,1,2,0,0,1,0
3,1,0,0,0,15,1,1,0,0,0,0,0
4,0,0,0,0,510,15,14,6,2,0,0,0
0,0,0,0,0,92,0,1,1,0,0,2,0
7,9,0,1,0,86,3,1,2,0,0,0,0
1,1,0,1,0,33,3,1,0,0,0,0,0
5,1,0,0,0,125,2,3,1,0,0,2,0
2,2,0,0,0,44,0,4,1,0,1,0,0
2,0,0,1,0,42,3,1,0,2,0,0,0
2,2,0,0,0,41,1,2,2,0,0,0,0
1,0,0,0,0,13,0,0,0,0,0,0,0
1,8,1,0,0,98,0,2,1,0,2,0,0
0,0,0,0,0,47,1,3,0,2,0,1,0
1,0,0,0,0,47,0,0,0,2,0,0,0
9,4,0,1,0,32,1,0,0,0,0,0,0
0,0,0,0,0,45,0,0,0,3,0,0,0
3,2,1,0,0,124,1,8,2,0,0,2,0
4,3,0,0,0,27,0,0,0,0,0,2,0
2,3,0,0,0,59,1,0,0,0,0,1,0
0,0,0,0,0,40,0,1,0,0,0,0,0
7,8,0,0,0,57,0,0,0,0,0,0,0
0,3,0,0,0,100,1,1,1,0,0,0,0
1,1,0,0,0,50,1,2,0,0,0,2,0
6,0,0,0,0,195,1,4,1,0,1,0,0
2,6,0,0,0,71,0,4,0,0,0,0,0
1,0,0,0,0,9,1,1,0,1,0,0,0
4,0,0,0,0,24,0,1,0,0,0,0,0
0,0,0,0,0,107,0,5,1,0,2,0,0
14,9,0,0,0,190,0,4,0,0,8,1,0
2,0,0,0,0,59,2,1,1,0,0,0,0
1,0,0,0,0,46,1,0,0,0,0,1,0
9,3,0,0,0,89,0,1,2,2,0,0,0
2,6,0,0,0,29,0,0,0,0,0,0,0
1,3,0,1,0,125,7,2,1,1,0,0,0
7,2,0,0,0,85,0,3,0,0,0,0,0
2,1,0,1,0,41,1,3,0,0,0,0,0
1,0,0,0,0,56,0,1,0,4,0,0,0
0,0,0,1,0,61,4,4,0,2,0,0,0
3,1,0,0,0,42,5,1,0,0,0,0,0
0,0,0,0,0,23,0,1,0,0,0,1,0
2,0,0,0,0,49,0,3,3,0,0,0,0
3,15,0,1,0,59,2,1,0,2,0,0,0
5,0,0,0,0,97,0,4,2,2,0,2,0
1,2,0,0,0,66,2,2,0,2,0,0,0
4,3,0,0,0,84,1,2,0,2,0,2,0
6,2,0,0,0,63,0,2,0,1,1,0,0
8,4,0,0,0,60,0,1,1,0,0,0,0
1,2,0,0,0,36,1,0,0,1,0,0,0
2,5,0,0,0,63,1,1,0,0,0,0,0
2,1,0,1,0,60,2,0,3,0,0,0,0
4,12,0,0,0,140,1,3,0,0,1,0,0
30,6,0,0,0,39,2,1,0,0,1,0,0
1,0,0,0,0,108,4,1,1,1,0,1,0
0,2,0,0,0,91,3,5,3,0,0,0,0
2,1,0,0,0,56,1,1,0,0,0,1,0
0,0,0,0,0,25,0,0,1,2,0,0,0
1,2,0,0,0,70,2,1,0,1,0,0,0
5,0,0,0,0,108,2,2,0,0,1,1,0
2,3,0,0,0,47,0,0,0,0,0,0,0
1,0,0,0,0,125,1,4,1,0,0,0,0
8,0,0,0,0,43,0,0,0,0,0,0,0
2,11,0,0,0,77,3,3,2,0,4,0,0
30,13,0,0,0,26,0,1,0,0,3,0,0
2,1,0,1,0,99,1,1,2,0,1,0,0
4,1,0,0,0,11,1,1,0,1,0,0,0
7,0,0,0,0,22,2,2,0,2,0,0,0
1,3,0,1,0,190,7,8,1,0,0,0,0
24,18,0,0,0,43,0,1,0,0,0,2,0
3,12,0,1,0,68,0,0,0,0,0,1,0
9,2,0,0,0,64,2,3,1,0,1,1,0
1,0,0,0,0,44,2,0,0,3,0,0,0
5,0,0,0,0,105,2,1,0,0,0,0,0
3,1,0,0,1,477,5,9,1,0,4,0,0
1,0,0,0,1,34,1,0,0,0,0,0,0
5,1,0,0,0,193,1,1,0,1,1,2,0
3,0,0,1,0,12,1,0,0,0,0,1,0
1,0,0,0,0,25,0,1,0,0,0,0,0
2,0,0,1,0,28,2,1,0,0,1,0,0
1,0,0,0,1,85,1,3,0,0,0,0,0
0,0,0,1,0,51,4,0,0,0,0,0,0
1,0,0,0,0,64,2,2,1,0,0,0,0
3,3,0,0,0,82,3,2,0,4,0,0,0
14,1,0,0,0,197,3,6,0,0,1,0,0
7,5,0,0,0,100,2,1,0,2,0,1,0
1,0,0,1,0,131,1,2,0,0,2,1,0
1,3,0,0,0,37,1,0,0,0,0,0,0
4,4,0,1,0,92,3,1,1,1,0,0,0
2,6,0,1,0,135,4,7,0,2,4,0,0
3,4,0,0,0,184,4,1,0,0,10,0,0
3,1,0,0,0,27,0,1,0,0,2,0,0
2,1,0,1,0,107,0,2,0,0,2,4,0
2,0,0,0,0,228,5,7,0,0,0,0,0
4,0,0,0,0,29,0,1,0,0,0,0,0
3,3,0,0,0,111,4,7,0,0,0,0,0
0,2,0,0,0,48,0,1,1,0,0,0,0
0,22,0,1,1,86,1,1,0,0,0,2,0
4,1,0,0,0,75,2,7,1,0,0,1,0
10,2,0,0,0,64,1,0,0,0,0,0,0
2,4,0,0,1,83,0,2,0,0,2,0,0
1,1,0,0,0,67,1,3,0,3,0,1,0
1,3,0,1,0,50,0,1,0,0,0,0,0
1,0,0,1,0,150,5,1,1,0,1,0,0
5,0,0,0,0,107,1,2,2,8,2,1,0
4,4,0,0,0,51,2,0,0,3,0,0,0
2,3,0,0,0,53,0,1,0,0,0,1,0
3,1,0,1,0,88,2,6,0,0,0,2,0
0,0,0,0,0,26,0,2,0,0,0,1,0
1,0,0,0,0,20,0,0,0,0,0,0,0
1,0,0,0,0,55,2,0,2,0,0,0,0
0,2,0,1,0,65,0,5,0,0,0,3,0
2,0,0,0,0,111,1,2,0,1,3,0,0
2,0,0,0,0,65,0,3,0,0,0,1,0
67,8,0,1,0,42,1,0,0,0,0,0,0
2,0,0,1,0,150,2,2,1,1,0,3,0
16,3,0,0,0,123,1,0,0,0,2,0,0
0,3,0,0,0,27,0,0,0,0,0,0,0
3,4,0,0,0,63,1,0,0,2,0,0,0
1,0,0,0,0,66,2,2,2,0,0,0,0
3,2,0,0,0,49,1,2,1,0,0,0,0
3,1,0,1,0,114,4,4,2,0,2,0,0
5,0,0,0,0,55,1,2,0,0,0,0,0
8,15,0,0,0,66,0,0,0,0,0,1,0
11,35,0,0,0,224,0,1,0,0,2,0,0
1,1,0,0,0,99,1,2,0,0,0,0,0
14,3,0,0,0,13,0,1,1,0,0,0,0
5,2,0,0,1,83,0,1,0,0,0,0,0
1,0,0,0,0,138,1,3,3,0,0,1,0
0,6,0,0,0,14,0,1,0,0,0,0,0
3,0,0,0,0,15,0,0,0,2,0,0,0
0,0,0,0,0,76,0,0,1,0,0,0,0
2,0,0,0,0,52,0,0,0,0,0,0,0
2,0,0,0,0,134,1,4,0,0,0,1,0
0,0,0,0,0,21,0,1,0,0,0,0,0
5,4,0,1,0,28,4,0,0,1,0,0,0
1,0,0,0,0,22,1,1,0,0,0,0,0
3,0,0,0,0,9,0,0,0,0,0,0,0
2,5,1,0,0,61,0,2,0,0,0,2,0
0,3,0,0,0,25,0,0,0,1,0,0,0
1,0,0,0,0,66,0,2,0,2,0,0,0
2,7,0,0,0,48,0,0,1,2,0,0,0
4,1,0,0,0,82,3,3,0,1,0,0,0
1,0,1,0,0,68,1,1,0,0,0,0,0
7,9,0,0,0,40,2,2,0,2,0,0,0
3,6,1,0,0,98,1,5,2,0,0,0,0
0,0,0,0,0,42,1,2,0,3,0,1,0
3,0,0,0,0,58,1,1,0,0,0,0,0
0,1,0,0,0,76,1,0,1,0,0,1,0
1,1,0,0,0,169,4,5,1,0,2,0,0
3,0,0,0,0,166,4,4,1,2,0,0,0
2,0,0,1,0,127,4,4,2,0,0,0,0
2,0,0,0,1,56,0,2,0,0,0,2,0
8,0,0,0,0,84,0,5,0,1,1,0,0
0,1,0,0,0,362,1,2,1,1,1,0,0
2,0,0,0,0,67,0,0,1,0,0,2,0
1,0,0,0,0,95,2,2,2,0,0,0,0
2,0,0,0,0,86,3,2,1,0,0,1,0
2,0,0,0,0,77,0,2,0,2,0,3,0
0,0,0,0,0,68,3,1,0,0,0,1,0
3,1,0,0,0,73,1,5,0,0,0,0,0
4,3,0,0,0,108,0,4,1,0,0,0,0
8,0,1,0,0,37,0,1,0,0,0,0,0
4,0,0,0,0,30,0,0,0,4,0,1,0
4,0,0,0,0,7,0,1,0,0,0,0,0
7,2,0,0,0,85,3,3,0,0,0,1,0
2,1,0,1,0,84,3,3,0,0,0,0,0
2,0,0,0,0,24,0,0,0,2,0,1,0
1,0,0,0,0,73,0,0,0,1,0,4,0
0,0,0,0,0,48,0,0,0,0,0,1,0
3,0,0,1,0,109,1,2,1,0,2,0,0
5,4,0,0,0,112,2,7,0,3,0,1,0
5,0,0,0,0,64,1,2,0,0,1,1,0
6,6,0,0,0,185,1,2,2,0,1,1,0
5,2,0,1,0,71,3,1,0,0,1,1,0
2,0,0,1,0,127,4,4,2,0,0,0,0
0,7,0,0,0,36,0,2,0,0,2,0,0
60,48,0,0,0,142,0,0,0,2,0,0,0
2,0,0,0,0,67,3,4,0,2,0,0,0
2,1,0,0,0,29,2,2,0,0,0,0,0
2,6,0,1,0,69,3,1,0,0,0,0,0
4,0,0,0,0,165,6,6,1,0,0,0,0
3,0,0,0,0,67,1,3,1,0,2,0,0
3,2,1,0,0,82,1,5,1,2,0,0,0
1,6,0,1,0,119,8,5,1,0,0,0,0
2,1,0,0,0,109,0,2,0,0,1,0,0
1,10,0,0,0,46,0,1,1,2,1,1,0
2,0,0,0,0,135,1,2,0,2,5,1,0
18,0,0,1,0,196,3,0,0,0,0,1,0
0,0,0,1,0,68,2,4,0,0,0,0,0
5,0,0,0,0,38,0,1,0,0,0,0,0
1,6,0,0,0,34,0,0,0,0,1,0,0
0,2,0,0,0,43,1,1,1,0,1,0,0
5,0,0,0,0,46,2,6,0,0,0,0,0
5,5,0,0,0,178,1,7,2,0,6,1,0
2,2,0,0,0,46,0,1,0,0,1,0,0
3,0,0,0,0,92,0,2,1,1,1,0,0
1,0,0,0,0,64,0,1,0,0,0,1,0
1,0,0,0,0,120,0,3,3,1,0,0,0
3,0,0,0,0,83,4,0,2,2,0,3,0
1,0,0,0,0,43,3,3,2,0,0,1,0
0,2,0,0,1,137,0,1,0,0,0,0,0
2,0,0,1,0,102,5,0,2,2,0,0,0
1,1,0,1,0,50,1,1,0,0,0,0,0
1,0,0,0,0,21,0,2,0,0,0,0,0
1,2,0,0,0,81,0,3,1,1,0,0,0
7,0,0,0,0,77,2,2,0,0,0,2,0
1,0,0,0,0,68,0,0,0,1,0,0,0
2,0,0,0,0,62,1,0,0,0,0,0,0
7,7,0,0,0,63,1,2,0,0,0,0,0
5,0,0,1,0,58,4,2,0,0,0,0,0
3,1,0,1,0,64,3,0,0,0,0,0,0
5,0,0,0,0,93,1,2,0,0,1,1,0
4,0,0,0,0,54,0,1,0,2,1,2,0
0,0,0,0,0,55,0,2,0,0,0,0,0
4,3,0,0,0,65,1,5,0,0,0,0,0
3,0,0,0,0,62,0,2,3,0,0,0,0
2,0,0,0,0,18,0,1,0,0,0,0,0
3,2,0,0,0,189,8,9,2,0,1,0,0
9,4,0,0,0,32,0,1,0,0,1,0,0
14,12,0,0,0,62,1,3,0,0,0,0,0
2,2,0,0,0,36,1,0,0,0,0,1,0
0,0,0,0,0,48,0,1,0,0,0,1,0
0,2,0,0,0,156,3,4,0,2,1,0,0
7,0,0,0,0,38,1,0,0,0,0,1,0
0,0,0,0,0,41,0,1,2,0,0,0,0
3,2,0,0,0,29,1,1,0,0,0,1,0
4,1,0,0,0,64,2,1,0,0,0,0,0
10,1,0,0,0,87,0,0,0,0,0,0,0
2,1,0,0,0,95,2,2,0,1,1,0,0
2,3,0,0,0,16,1,1,1,0,0,1,0
2,9,1,0,0,124,7,3,0,0,0,0,0
0,2,0,0,0,62,1,6,1,0,1,0,0
2,0,0,0,0,47,1,3,0,0,1,3,0
5,0,1,1,0,173,5,7,0,3,0,1,0
1,2,0,0,0,109,4,1,0,0,0,0,0
4,2,0,1,0,93,2,4,0,0,0,1,0
5,7,0,0,0,66,0,4,0,0,0,3,0
1,0,0,1,0,150,4,5,2,0,1,0,0
3,2,0,0,0,88,5,2,3,0,2,0,0
0,0,0,0,0,18,0,0,0,0,0,0,0
0,6,0,0,0,433,1,11,1,0,1,6,0
2,1,0,1,0,24,1,1,1,0,0,0,0
2,4,0,0,0,188,1,6,1,0,0,0,0
2,0,0,0,0,76,0,2,0,0,0,1,0
2,1,0,0,0,104,2,4,1,0,0,0,0
8,6,1,1,0,213,1,5,0,1,5,0,0
2,0,0,1,0,73,1,0,0,2,0,0,0
4,18,0,1,0,63,2,1,0,0,0,0,0
1,0,0,1,0,87,3,2,3,0,0,0,0
0,2,0,0,0,67,1,0,0,0,0,1,0
1,0,0,0,0,40,0,2,1,0,0,2,0
6,1,1,0,0,97,0,3,0,3,0,0,0
1,1,0,0,1,71,0,0,0,0,0,0,0
2,0,0,1,0,58,6,0,0,1,0,0,0
1,1,0,0,0,40,0,2,0,5,0,1,0
3,0,0,0,0,54,2,0,0,0,0,1,0
1,0,0,0,0,99,1,3,0,0,0,1,0
11,8,0,0,0,41,1,0,0,0,0,0,0
1,0,0,0,0,40,0,1,4,0,0,0,0
5,1,0,0,0,30,1,0,2,0,0,2,0
0,0,0,1,0,69,2,1,0,4,1,1,0
8,6,0,0,0,129,3,4,0,0,2,0,0
0,1,0,0,1,62,0,2,0,0,0,0,0
1,2,0,0,0,38,0,3,0,0,0,0,0
2,0,0,0,0,39,2,1,0,0,0,0,0
2,0,0,0,0,16,0,0,0,0,0,1,0
10,5,0,0,0,46,0,1,0,2,0,0,0
1,0,0,0,0,106,3,4,0,0,4,0,0
1,1,0,0,0,146,0,4,0,4,1,1,0
2,1,0,0,0,100,0,0,0,0,0,0,0
13,7,0,1,0,93,1,1,0,0,1,0,0
0,0,0,0,0,129,0,0,0,0,1,1,0
0,1,0,1,0,108,3,6,1,0,0,2,0
2,0,0,0,0,70,2,5,0,0,0,0,0
2,2,0,0,0,81,0,2,0,0,0,0,0
1,2,0,0,0,70,2,1,0,1,0,0,0
0,1,0,0,0,90,1,1,0,4,0,1,0
0,5,0,0,1,65,2,0,1,0,0,0,0
4,0,0,0,0,260,6,8,2,5,2,2,0
0,0,0,1,0,47,1,0,0,3,0,0,0
0,0,0,1,0,77,1,2,0,0,0,0,0
0,0,0,1,0,55,1,1,1,0,0,0,0
2,0,0,0,0,53,1,3,0,0,0,2,0
1,0,0,0,0,30,1,0,1,0,1,0,0
2,0,0,0,0,42,0,1,1,0,2,0,0
3,8,0,0,0,82,3,4,2,0,0,0,0
3,0,0,0,0,50,0,4,0,0,0,2,0
14,6,0,0,0,134,3,6,3,1,0,0,0
0,0,0,0,0,49,0,2,0,0,0,0,0
5,0,0,0,0,107,1,2,2,8,2,1,0
4,5,0,0,0,121,1,4,2,0,5,0,0
0,0,0,0,0,32,0,1,1,0,0,0,0
2,0,0,0,0,44,1,1,2,2,0,0,0
8,3,0,0,0,62,0,1,4,1,0,0,0
5,7,0,0,0,64,4,0,0,4,0,0,0
0,2,1,0,0,133,1,5,0,0,1,0,0
2,1,0,0,0,188,0,2,0,0,1,0,0
0,0,0,0,0,103,1,7,1,1,0,0,0
4,1,1,1,0,134,7,4,1,4,0,0,0
2,0,0,0,0,72,1,3,0,0,0,0,0
0,0,0,0,1,301,5,8,7,1,2,0,0
13,7,0,0,0,60,2,0,0,0,0,0,0
1,1,0,0,0,62,0,4,0,1,2,2,0
3,0,0,0,0,47,2,1,0,0,0,0,0
3,1,0,0,0,108,0,4,0,0,3,1,0
2,6,0,0,0,57,0,0,0,0,0,0,0
0,1,0,0,0,24,1,1,0,0,0,0,0
2,0,0,0,0,97,1,0,1,2,1,0,0
10,1,0,0,0,81,1,1,4,0,0,0,0
10,7,0,0,0,189,5,2,0,1,0,0,0
12,3,0,1,0,57,2,3,0,0,1,0,0
2,0,0,0,0,59,0,2,0,0,0,0,0
7,0,0,0,0,35,2,1,0,0,0,0,0
2,9,1,0,0,124,7,3,0,0,0,0,0
4,2,0,0,0,30,1,0,0,0,0,0,0
10,3,0,1,0,78,7,3,0,1,0,0,0
8,5,0,1,0,46,3,1,1,1,0,0,0
2,0,0,0,0,37,0,2,0,0,0,0,0
3,0,0,0,0,33,0,0,0,0,0,0,0
3,2,0,1,1,59,0,0,0,0,0,0,0
1,0,0,0,0,60,0,0,0,3,0,0,0
4,10,0,0,0,37,2,1,0,0,0,0,0
3,2,0,0,0,142,0,3,0,0,1,0,0
3,0,0,1,0,35,2,0,0,0,0,0,0
1,0,0,0,0,42,1,0,1,0,0,0,0
4,3,0,0,0,92,0,3,0,0,0,3,0
6,0,0,0,0,89,2,0,0,0,1,0,0
0,0,0,0,0,32,0,0,0,1,0,0,0
5,17,0,0,0,182,1,2,1,0,0,2,0
1,1,0,0,0,12,0,1,0,0,1,0,0
3,7,0,0,0,127,2,5,5,0,0,0,0
5,6,0,0,0,132,0,8,1,1,3,1,0
1,1,0,1,0,42,2,2,0,0,0,1,0
0,0,0,0,0,72,2,1,1,0,0,0,0
6,21,0,0,0,26,0,0,0,0,1,0,0
5,2,0,0,0,67,3,2,0,2,0,0,0
3,0,0,0,1,57,0,0,0,0,1,1,0
2,0,0,0,0,86,2,0,0,0,0,0,0
3,0,0,1,0,163,7,2,2,2,0,0,0
2,3,0,0,0,103,4,4,0,0,0,1,0
0,0,0,0,0,58,3,4,0,2,0,0,0
4,0,0,0,0,79,3,2,0,0,0,0,0
1,3,0,0,0,61,1,1,0,0,1,0,0
0,0,0,0,1,56,0,0,0,0,0,0,0
