account_age,account_created_utc,link_karma,comment_karma,ups,num_comments,image_provided,reciprocate,exchange,text_length,money,time,job,student,family,craving,label
15833104.0,1299495359.0,2601,4358,1,0,0,0,0,66,1,3,2,1,0,0,no_pizza
59984302.0,1363074202.0,19,913,2,2,0,0,0,50,2,3,1,0,0,0,no_pizza
24766185.0,1340932778.0,33,72,0,0,0,0,0,31,1,0,0,0,0,0,no_pizza
28224045.0,1285361626.0,10391,71083,10,8,0,0,0,80,0,3,6,1,1,1,no_pizza
26178045.0,1296793452.0,267,471,2,5,1,0,0,105,4,3,1,1,1,0,no_pizza
29376836.0,1302559874.0,1961,323,30,6,0,0,0,39,2,1,0,0,1,0,no_pizza
45372324.0,1321464505.0,2267,2324,2,0,0,0,0,59,0,1,0,0,0,0,no_pizza
8565344.0,1321380925.0,1,10,1,4,0,1,0,93,1,3,0,0,1,0,no_pizza
12518870.0,1307073818.0,211,111,8,3,0,0,0,410,8,3,2,8,2,4,no_pizza
1309.0,1317483733.0,1,0,0,0,0,0,0,72,2,1,0,0,0,0,no_pizza
90833.0,1320179179.0,1,1,3,4,0,0,0,79,3,1,3,0,0,1,no_pizza
6653252.0,1327692301.0,193,7277,1,0,0,0,0,56,1,1,1,2,0,2,no_pizza
47356143.0,1336651655.0,133,3768,1,1,0,0,0,40,0,1,0,1,0,0,no_pizza
3009688.0,1333963446.0,47,38,1,1,0,0,0,67,0,1,0,3,0,0,no_pizza
542.0,1329591581.0,1,1,1,0,0,0,0,27,0,0,0,2,0,0,no_pizza
6107222.0,1345175934.0,1,1,0,0,0,1,0,51,3,0,2,0,1,2,no_pizza
37516365.0,1317588278.0,515,341,2,2,0,0,0,153,3,4,2,2,0,0,no_pizza
16012530.0,1300910712.0,1753,2074,1,2,1,0,0,152,6,7,0,3,0,0,no_pizza
54248713.0,1362701470.0,49,481,15,3,0,0,0,62,3,1,2,2,0,0,no_pizza
14692066.0,1318448007.0,2189,261,1,0,0,0,0,106,2,1,2,0,0,0,no_pizza
9735892.0,1413608982.0,1,196,16,12,0,0,0,64,0,1,0,0,0,2,no_pizza
20480440.0,1298582261.0,23,84,1,1,0,1,0,81,3,1,2,0,0,0,no_pizza
66776369.0,1344031764.0,27,211,1,3,0,0,0,138,2,0,0,0,0,0,no_pizza
68765853.0,1362791879.0,76,432,9,0,0,0,0,120,0,2,0,2,0,0,no_pizza
48912410.0,1367782413.0,277,328,0,2,0,0,0,18,0,1,0,0,0,0,no_pizza
31254363.0,1298163165.0,3819,12337,5,8,1,1,0,892,4,15,5,1,5,0,no_pizza
15902408.0,1343252915.0,681,3807,1,0,0,0,0,42,1,0,0,0,0,0,no_pizza
315843.0,1329628426.0,1,3,1,0,0,0,0,98,0,7,0,0,1,0,no_pizza
148425614.0,1205274429.0,2613,1372,8,1,0,0,0,45,0,0,2,0,0,1,no_pizza
8743993.0,1328745991.0,1,2,2,1,0,0,0,44,1,3,0,0,0,1,no_pizza
20663945.0,1291838238.0,33,47,11,4,0,0,0,141,0,2,0,0,0,1,no_pizza
62480188.0,1365447496.0,49,72,0,0,0,0,0,88,2,0,1,2,0,0,no_pizza
10527253.0,1347409450.0,507,673,3,0,0,0,0,86,0,1,0,0,0,0,no_pizza
19301592.0,1325096832.0,267,2308,6,1,0,0,0,43,0,2,0,0,0,0,no_pizza
64891061.0,1366496411.0,3795,31127,0,0,0,0,0,46,0,0,0,0,0,0,no_pizza
235.0,1377926787.0,8,-2,0,5,0,0,0,59,0,0,0,0,0,0,no_pizza
521.0,1316711699.0,1,0,2,4,0,0,0,94,3,3,0,0,2,0,no_pizza
25735529.0,1307744493.0,303,1595,4,2,0,1,0,62,1,0,0,0,0,0,no_pizza
65388.0,1319411597.0,1,1,0,4,0,1,0,131,2,2,1,2,0,1,no_pizza
19239365.0,1314080608.0,8479,10932,2,0,0,1,0,72,3,1,1,0,2,0,no_pizza
56518558.0,1354650946.0,93,10354,1,0,0,1,0,77,2,2,1,0,0,0,no_pizza
105245390.0,1211906253.0,38,1443,7,6,0,1,0,81,4,3,1,0,0,0,no_pizza
27009063.0,1358405963.0,272,1349,5,2,0,0,0,66,1,0,1,0,0,1,no_pizza
8549241.0,1386865059.0,147,4127,5,2,0,0,0,25,1,0,0,0,0,0,no_pizza
73634917.0,1338565692.0,2454,5011,3,0,0,0,0,55,1,4,1,0,0,0,no_pizza
5612824.0,1354746074.0,1,19,1,0,0,0,0,54,0,1,0,0,0,0,no_pizza
42044777.0,1333262564.0,7131,9358,2,0,0,0,0,76,5,2,0,0,0,0,no_pizza
84089519.0,1306936490.0,19635,4330,2,0,0,0,0,131,1,10,0,0,0,2,no_pizza
3296.0,1324286136.0,148,1177,9,6,0,0,0,217,2,4,1,0,0,0,no_pizza
25300732.0,1374612957.0,84,882,0,0,0,0,0,16,0,0,0,1,0,1,no_pizza
78462683.0,1314641127.0,116,691,1,2,0,0,0,66,3,1,0,0,0,1,no_pizza
110061368.0,1304485161.0,36,1155,0,0,0,0,0,63,0,1,0,2,0,0,no_pizza
49820.0,1316934312.0,93,101,3,21,0,0,0,166,5,5,1,2,2,3,no_pizza
17346753.0,1337084398.0,1,121,29,7,0,0,0,19,0,1,0,0,0,0,no_pizza
94994253.0,1296721255.0,1117,593,1,0,0,0,0,131,8,4,2,2,0,0,no_pizza
208020.0,1335640290.0,104,1180,3,1,0,0,0,349,10,11,1,2,0,0,no_pizza
14579944.0,1300856341.0,1474,646,1,0,0,0,0,40,2,2,0,0,0,0,no_pizza
677076.0,1313440414.0,1,1,2,0,0,0,0,54,0,0,0,0,2,0,no_pizza
43332804.0,1318139879.0,39273,208684,0,0,0,1,0,54,3,2,0,0,0,0,no_pizza
444.0,1342372861.0,1,0,2,1,0,0,0,103,1,3,2,0,0,2,no_pizza
61115061.0,1314801195.0,612,4060,2,0,0,0,0,75,3,2,1,1,0,0,no_pizza
25016583.0,1400143044.0,1,95,3,1,0,0,1,63,1,2,0,0,0,1,no_pizza
11152354.0,1308586194.0,1,0,2,0,0,1,0,34,1,0,0,2,0,0,no_pizza
497.0,1318963183.0,1,14,0,1,0,0,0,135,0,5,1,2,2,1,no_pizza
68174227.0,1328116292.0,666,54324,3,0,0,0,0,60,1,0,2,0,0,0,no_pizza
53976970.0,1315802262.0,611,2688,2,4,0,0,1,125,0,3,1,0,0,0,no_pizza
6240777.0,1344865564.0,1,12,14,2,0,0,0,50,1,1,3,0,0,0,no_pizza
25492018.0,1321337390.0,3053,3320,1,0,0,0,0,110,0,1,1,0,0,1,no_pizza
10819494.0,1419445153.0,1,306,4,0,0,0,0,54,0,4,0,0,0,0,no_pizza
53481884.0,1299191956.0,693,3333,1,0,0,0,0,40,0,1,0,2,0,2,no_pizza
24088349.0,1398650572.0,3,443,7,5,0,0,0,71,1,4,2,0,1,0,no_pizza
1288.0,1320889000.0,1,0,3,7,0,0,0,256,4,3,5,2,1,5,no_pizza
44832375.0,1343777773.0,1085,1059,16,5,0,0,0,62,1,2,0,0,0,0,no_pizza
41674993.0,1309707219.0,1,5416,2,3,0,0,0,73,0,3,1,0,1,2,no_pizza
45207913.0,1336945002.0,225,1059,5,0,0,0,0,80,2,3,0,0,0,1,no_pizza
21004909.0,1332892445.0,1793,230,9,3,1,0,0,120,1,0,0,0,0,0,no_pizza
53708465.0,1359892057.0,407,828,3,0,1,0,1,54,0,1,1,0,0,0,no_pizza
13715895.0,1409095001.0,114,40,1,0,0,0,0,22,0,1,0,0,0,0,no_pizza
81818912.0,1303334445.0,205,425,3,0,0,0,0,141,0,2,0,0,7,0,no_pizza
16540294.0,1326213972.0,48,1048,3,4,0,0,1,99,0,1,0,0,0,0,no_pizza
11343198.0,1301408304.0,1113,2441,4,0,0,0,0,211,0,9,1,0,5,0,no_pizza
36763098.0,1311920067.0,162,1009,0,0,0,0,0,92,0,4,0,1,0,0,no_pizza
17344508.0,1309667651.0,1,17,1,0,0,0,0,40,0,1,1,0,0,0,no_pizza
46885713.0,1318305933.0,542,1346,0,0,0,0,0,19,0,0,0,0,0,1,no_pizza
26315499.0,1293845411.0,810,5432,2,0,0,0,1,95,0,2,1,1,0,0,no_pizza
16318131.0,1341714749.0,12,-2,4,1,0,0,0,64,2,1,0,0,0,0,no_pizza
41921065.0,1266424982.0,1906,4460,3,5,0,1,0,163,3,3,4,1,0,0,no_pizza
5031195.0,1316373052.0,1656,1589,1,3,0,0,0,68,2,2,2,0,0,1,no_pizza
3344257.0,1360124095.0,1,273,0,0,0,0,0,85,3,1,0,0,0,1,no_pizza
365.0,1350500889.0,1,0,0,3,0,1,0,99,4,5,1,0,2,0,no_pizza
77152638.0,1304536986.0,132,935,5,1,0,0,0,110,2,5,0,0,2,0,no_pizza
29902637.0,1364325685.0,6,181,1,5,0,0,0,12,0,0,0,0,0,0,no_pizza
4651561.0,1339090636.0,1,219,1,2,0,0,0,504,12,11,5,2,1,0,no_pizza
50374665.0,1381103034.0,2952,801,3,2,0,0,0,68,0,1,2,0,1,0,no_pizza
19768550.0,1358566308.0,6730,2764,0,0,0,1,0,113,2,2,0,1,0,0,no_pizza
66672368.0,1307868861.0,711,675,7,8,0,0,0,91,4,0,1,1,1,3,no_pizza
20409345.0,1335287833.0,560,24971,5,7,0,1,0,172,4,2,3,0,0,0,no_pizza
19050169.0,1392882263.0,1,1256,1,0,0,1,0,46,2,1,0,0,0,0,no_pizza
36551317.0,1309291526.0,113,1690,2,0,0,0,1,75,0,1,0,0,0,0,no_pizza
39120465.0,1323658589.0,993,1420,1,0,0,0,0,158,0,5,1,0,0,0,no_pizza
7939855.0,1402435079.0,1419,4789,0,0,0,0,0,14,0,0,0,0,0,0,no_pizza
24563916.0,1337881278.0,12,321,2,0,0,0,0,25,0,2,0,0,0,0,no_pizza
42330214.0,1301459560.0,34,2207,4,14,1,0,0,120,3,1,1,0,0,0,no_pizza
119487211.0,1294447175.0,1637,6551,1,0,0,0,0,55,3,1,0,0,0,2,no_pizza
27045607.0,1321045603.0,679,249,6,0,0,0,0,62,0,2,2,0,0,0,no_pizza
14758148.0,1386552987.0,813,136,4,0,0,1,0,91,2,1,1,3,0,0,no_pizza
3623071.0,1366928000.0,1,22,0,1,0,0,0,83,2,3,0,0,1,0,no_pizza
672689.0,1312329101.0,1,12,2,0,0,0,0,71,2,2,0,0,0,0,no_pizza
64328364.0,1343283536.0,275,1242,8,11,0,0,0,82,1,3,0,0,0,0,no_pizza
431068.0,1315106390.0,35,90,1,1,0,0,0,70,0,2,3,0,0,0,no_pizza
64883.0,1322532981.0,1,7,1,1,0,0,0,37,0,0,0,0,1,0,no_pizza
3370754.0,1327944895.0,1498,1142,1,0,0,0,0,59,2,2,0,2,0,0,no_pizza
51163949.0,1297132486.0,1,7,0,0,0,0,0,54,0,0,0,0,0,0,no_pizza
142982800.0,1283481743.0,3514,57601,10,1,0,0,0,59,1,1,0,5,0,0,no_pizza
72702700.0,1321643953.0,261,18718,2,2,0,0,0,159,3,2,0,1,0,0,no_pizza
48719901.0,1269205590.0,13,393,0,7,0,0,0,72,0,1,0,0,0,0,no_pizza
14334793.0,1300135611.0,178,252,5,1,0,0,1,61,3,3,0,0,0,0,no_pizza
8216792.0,1318179875.0,570,3654,2,2,0,0,0,40,1,1,0,0,0,0,no_pizza
68960416.0,1358773689.0,19,33,9,0,0,1,0,71,1,2,0,1,0,0,no_pizza
31191727.0,1369877437.0,6333,413,0,4,0,0,0,57,0,2,0,0,0,1,no_pizza
2455.0,1313844235.0,1,0,1,0,0,0,0,234,0,0,1,0,8,1,no_pizza
37346275.0,1306404662.0,23883,5039,6,1,0,0,0,76,2,3,0,0,0,0,no_pizza
23652841.0,1392078375.0,46,493,2,0,0,0,0,87,2,2,1,0,0,0,no_pizza
25324746.0,1328724395.0,701,367,5,0,0,0,0,88,2,3,0,0,1,0,no_pizza
53850655.0,1325096832.0,267,2308,5,0,0,0,0,59,0,3,3,0,0,0,no_pizza
22561052.0,1340749783.0,108,21442,1,0,0,1,0,56,2,1,0,0,0,1,no_pizza
38225846.0,1270274524.0,2828,8401,4,3,0,0,0,128,0,5,2,2,7,0,no_pizza
40501049.0,1296707957.0,505,543,2,1,0,1,0,109,3,5,2,1,0,0,no_pizza
2273.0,1314748033.0,1,0,1,6,0,1,0,41,1,3,0,0,0,0,no_pizza
41475794.0,1342554681.0,6549,4978,5,6,0,1,0,44,4,0,0,0,0,0,no_pizza
1827295.0,1316453112.0,1,10,3,1,0,0,0,72,2,2,2,0,0,1,no_pizza
45985037.0,1296341144.0,37265,25343,1,1,0,0,0,273,8,8,5,2,0,0,no_pizza
86064856.0,1283429239.0,1639,1629,4,0,0,0,0,73,2,3,0,0,0,0,no_pizza
270.0,1309731205.0,1,0,3,1,0,0,0,66,3,1,0,0,0,1,no_pizza
122062177.0,1292731088.0,24,123,2,0,0,0,0,94,3,5,0,1,1,2,no_pizza
12105684.0,1378382944.0,1,33,0,4,0,0,0,34,1,0,0,0,0,1,no_pizza
104259877.0,1324721172.0,626,2573,2,0,0,0,0,89,1,1,0,0,1,2,no_pizza
23344226.0,1321034257.0,6006,31664,1,4,0,0,0,284,0,12,3,0,0,0,no_pizza
44540770.0,1289630911.0,410,350,2,16,0,0,0,97,0,4,0,1,3,0,no_pizza
317.0,1310924254.0,1,2,8,5,0,0,0,52,0,0,2,0,2,0,no_pizza
74441262.0,1341811029.0,6,143,2,0,0,0,0,95,2,4,3,0,0,0,no_pizza
4398.0,1309551646.0,1,0,7,15,0,0,0,57,1,2,2,0,1,0,no_pizza
39156071.0,1365089130.0,2132,16328,0,7,0,0,0,86,2,4,0,0,2,0,no_pizza
258757.0,1314037981.0,1,14,0,9,0,0,0,132,2,4,0,3,1,0,no_pizza
90127166.0,1340066903.0,85,765,4,1,0,0,0,43,0,0,0,0,0,0,no_pizza
23552768.0,1325143366.0,624,640,0,0,0,0,0,62,2,1,0,2,0,0,no_pizza
17344402.0,1299176575.0,155,1823,0,1,0,0,0,108,3,2,1,0,1,0,no_pizza
58843.0,1376727040.0,227,6464,4,5,0,0,0,16,0,1,1,0,0,0,no_pizza
2250.0,1309458702.0,1,0,1,11,0,0,0,93,0,2,1,1,3,0,no_pizza
10399798.0,1344521935.0,280,2773,1,0,0,0,0,85,1,0,2,1,0,0,no_pizza
3584.0,1309302408.0,1,1,2,23,0,0,0,73,0,0,1,0,3,0,no_pizza
5428497.0,1316503235.0,17,1124,1,3,0,0,0,65,4,2,0,0,0,2,no_pizza
1988216.0,1340663956.0,270,12280,5,1,0,0,0,78,2,0,1,0,1,0,no_pizza
11981382.0,1341714749.0,12,-2,3,0,0,0,0,64,0,2,0,0,3,0,no_pizza
95656949.0,1333745815.0,1618,4168,9,0,0,1,0,271,2,8,3,4,0,2,no_pizza
17333956.0,1365478528.0,19,410,1,0,0,0,0,60,4,1,0,1,0,0,no_pizza
14696318.0,1293482019.0,1,7,1,2,1,0,0,100,3,3,1,0,0,0,no_pizza
28868973.0,1286399879.0,25,326,3,4,0,1,0,63,6,1,1,0,1,0,no_pizza
11644721.0,1346829133.0,58,1293,7,0,0,1,0,71,2,1,0,0,0,1,no_pizza
61372910.0,1344178432.0,114,3061,1,0,0,0,0,35,0,2,2,1,0,2,no_pizza
1043.0,1309385862.0,303,57,0,1,0,0,0,187,3,7,7,0,7,0,no_pizza
32249045.0,1333669525.0,6156,1499,2,0,0,0,0,139,1,2,5,0,4,0,no_pizza
925266.0,1322616102.0,13779,15814,3,0,0,0,0,141,2,3,3,1,2,4,no_pizza
18219042.0,1320559571.0,21,30,2,1,0,0,0,91,5,2,2,0,0,0,no_pizza
53696985.0,1368175327.0,29,186,1,0,0,0,0,12,0,0,0,0,0,0,no_pizza
1254192.0,1344658027.0,1,224,2,0,0,0,0,102,1,1,3,0,0,1,no_pizza
61937394.0,1288885699.0,2322,2209,1,0,0,0,0,60,2,3,1,2,0,1,no_pizza
1758.0,1324016379.0,4,32,2,1,0,0,1,25,1,0,0,2,0,0,no_pizza
33083573.0,1284602511.0,2787,2971,6,2,0,0,0,41,3,0,0,0,0,0,no_pizza
70584.0,1316991221.0,1,0,2,0,0,0,0,34,0,0,0,0,0,0,no_pizza
81403503.0,1327773824.0,1400,7671,3,0,0,0,0,123,0,1,0,2,0,0,no_pizza
111906584.0,1313259548.0,217,119,4,0,0,0,0,96,4,3,4,0,0,1,no_pizza
60142398.0,1328116292.0,666,54324,1,0,0,0,0,122,1,2,2,0,0,0,no_pizza
26583384.0,1395567048.0,19,256,1,0,0,0,0,24,0,1,0,0,0,0,no_pizza
21188206.0,1322302177.0,443,7588,5,1,0,0,0,185,2,3,2,1,0,1,no_pizza
158.0,1349746116.0,1,0,0,5,0,0,0,63,1,2,1,1,0,2,no_pizza
85551559.0,1303342034.0,239,588,2,0,0,0,0,70,1,1,3,1,0,0,no_pizza
17685725.0,1295842533.0,5,58,5,4,0,0,0,12,0,1,1,0,0,0,no_pizza
358.0,1350420438.0,1,0,0,0,0,0,0,80,3,3,1,0,0,0,no_pizza
20650889.0,1294853696.0,582,5514,5,0,0,1,0,135,0,4,1,1,4,0,no_pizza
32764667.0,1393511769.0,1,338,6,2,0,1,0,97,2,1,0,2,0,0,no_pizza
35342994.0,1338117665.0,1245,3793,5,1,0,0,0,147,4,3,4,1,4,0,no_pizza
22417260.0,1298748333.0,31,80,0,0,0,0,0,75,2,2,0,0,0,0,no_pizza
83638822.0,1333333016.0,3634,1731,1,0,0,1,0,116,1,6,2,0,5,0,no_pizza
75765875.0,1346029498.0,64,952,1,0,0,1,0,88,2,3,1,1,0,0,no_pizza
89836552.0,1291610452.0,14,1178,1,0,0,1,1,61,5,0,0,1,0,1,no_pizza
21603416.0,1352060765.0,12,129,0,0,0,1,0,39,1,0,3,1,0,0,no_pizza
1134.0,1314831696.0,1,147,1,0,0,0,0,188,4,3,1,0,0,2,no_pizza
52010393.0,1297279857.0,7116,109260,6,0,0,0,0,37,0,1,0,0,0,0,no_pizza
63579501.0,1348287590.0,771,4789,0,0,0,0,0,29,0,1,0,0,0,0,no_pizza
7955142.0,1314573925.0,910,16363,1,0,0,0,0,67,1,2,0,1,0,1,no_pizza
71556140.0,1358773689.0,19,33,2,0,0,0,0,79,0,2,0,2,0,0,no_pizza
28411783.0,1365907545.0,3874,3496,1,3,0,0,0,88,1,2,0,0,0,0,no_pizza
41703576.0,1307335729.0,77,992,0,1,0,0,0,55,0,0,2,0,0,1,no_pizza
101187425.0,1321477378.0,773,17834,3,0,0,0,0,141,1,1,0,0,0,0,no_pizza
49858370.0,1300916561.0,22,153,0,0,0,0,0,76,2,1,1,1,0,0,no_pizza
7031099.0,1356037883.0,260,783,1,2,0,0,0,64,0,0,0,0,0,0,no_pizza
1792037.0,1327197314.0,56,157,0,5,0,0,0,50,0,1,0,1,0,1,no_pizza
23902218.0,1295421182.0,6959,10665,1,2,0,0,0,100,2,2,1,1,0,0,no_pizza
1409753.0,1337082948.0,4,0,2,1,0,0,0,50,0,1,2,0,0,0,no_pizza
93214839.0,1338180989.0,418,9555,8,4,0,0,0,57,2,1,0,1,0,0,no_pizza
43040780.0,1344281075.0,1466,9722,2,0,0,1,0,132,4,1,1,2,4,2,no_pizza
111698926.0,1301887433.0,85,5310,2,0,0,1,0,114,2,2,0,0,0,1,no_pizza
103431382.0,1319088700.0,1846,1006,2,0,0,1,0,74,1,2,3,2,0,0,no_pizza
10069056.0,1379607089.0,9,555,1,1,0,0,0,138,3,3,0,0,0,0,no_pizza
46345383.0,1366394753.0,137,8971,4,0,0,1,0,52,2,1,0,2,0,0,no_pizza
17434420.0,1343107414.0,65,414,0,0,0,0,0,28,1,1,0,0,0,1,no_pizza
82207135.0,1319461071.0,1410,429,2,0,0,0,0,82,2,5,2,2,0,0,no_pizza
34390769.0,1297976418.0,1681,1452,1,0,0,0,0,58,2,0,0,2,0,0,no_pizza
16821507.0,1316571657.0,96,11039,2,4,0,1,0,252,5,5,0,10,2,0,no_pizza
96399116.0,1329852452.0,55,1164,7,0,0,0,0,27,0,0,0,0,0,0,no_pizza
17179471.0,1320777766.0,167,175,4,1,0,0,0,264,4,7,0,1,0,2,no_pizza
70185486.0,1326992603.0,52199,55927,1,2,0,0,0,91,1,1,5,0,0,0,no_pizza
15428613.0,1402721223.0,64,1128,0,0,0,0,1,289,1,2,6,0,0,0,no_pizza
205798220.0,1210394476.0,201,164,0,0,0,0,0,66,4,2,0,0,1,0,no_pizza
871267.0,1330988952.0,1,22,1,2,0,0,0,99,0,3,1,0,0,0,no_pizza
35986184.0,1373935454.0,816,1135,0,2,0,0,0,36,0,3,0,1,2,0,no_pizza
76632.0,1344050427.0,1,3,2,1,0,1,0,46,0,1,0,0,0,0,no_pizza
208.0,1319047905.0,1,0,0,10,0,0,0,32,0,0,0,0,0,0,no_pizza
63923873.0,1361759421.0,19,2613,0,0,0,0,0,42,0,3,0,0,1,0,no_pizza
14088708.0,1357095923.0,297,392,0,0,0,0,0,89,1,3,0,1,0,0,no_pizza
101789141.0,1285722826.0,568,925,0,0,0,0,0,39,0,0,0,0,0,0,no_pizza
57281151.0,1320083523.0,694,313,2,0,0,1,1,64,1,1,0,0,0,0,no_pizza
42696141.0,1321484848.0,50,559,7,0,0,0,0,81,0,0,0,3,0,0,no_pizza
115421731.0,1294344986.0,92,310,1,0,0,0,0,85,1,1,0,0,1,0,no_pizza
28253271.0,1394161255.0,1,918,2,5,0,0,0,72,3,1,0,2,0,1,no_pizza
49397413.0,1273550582.0,6848,74855,4,3,0,0,0,92,0,0,0,0,0,2,no_pizza
35490841.0,1322445450.0,1,0,3,0,0,1,0,130,5,7,0,1,0,2,no_pizza
93835.0,1316548565.0,12,-2,1,0,0,0,0,52,1,0,1,0,0,1,no_pizza
74967425.0,1339117038.0,1729,602,2,0,0,1,0,204,1,2,3,0,2,2,no_pizza
100093746.0,1308724993.0,5877,10291,3,0,0,0,0,75,1,1,0,2,2,0,no_pizza
62894650.0,1320980622.0,1324,2659,0,1,0,1,0,57,3,4,2,0,0,0,no_pizza
794660.0,1320358418.0,55,547,1,3,0,0,1,164,0,5,0,0,0,0,no_pizza
42503463.0,1354311339.0,6300,2476,1,0,0,0,0,52,0,2,1,2,0,0,no_pizza
54417863.0,1369110292.0,1771,819,0,0,0,1,0,77,1,2,0,0,0,0,no_pizza
26195564.0,1385919016.0,113,1442,2,0,0,0,0,25,1,0,0,0,1,0,no_pizza
10819494.0,1419445153.0,1,306,4,0,0,0,0,54,0,4,0,0,0,0,no_pizza
101703437.0,1286140247.0,1,31,11,0,0,0,0,96,1,0,0,0,0,2,no_pizza
26193479.0,1309876944.0,2101,7023,2,1,0,0,0,38,1,2,0,0,0,0,no_pizza
60389621.0,1343252915.0,681,3807,1,0,0,1,0,69,1,1,0,0,0,0,no_pizza
48832189.0,1323805731.0,229,490,12,8,0,0,0,116,2,5,1,0,0,0,no_pizza
65974291.0,1301033130.0,3482,82863,3,0,0,0,0,83,1,4,0,5,0,0,no_pizza
28659001.0,1352003180.0,6,138,2,0,0,0,0,245,4,7,0,0,7,0,no_pizza
65047040.0,1301965594.0,477,13193,0,0,0,0,0,62,1,1,0,0,0,1,no_pizza
40449281.0,1336403326.0,272,298,1,0,0,1,0,114,3,3,3,4,0,0,no_pizza
32437154.0,1315326943.0,6109,13781,15,2,0,0,0,96,0,3,1,0,0,1,no_pizza
94895586.0,1218984042.0,4772,17824,10,11,0,0,0,110,2,2,0,2,1,0,no_pizza
43409261.0,1349362009.0,1117,431,5,5,0,0,0,31,0,0,0,0,0,0,no_pizza
49324752.0,1343269964.0,125,308,10,2,0,0,0,89,0,0,0,2,2,0,no_pizza
81940020.0,1302906429.0,1567,577,0,0,0,0,0,100,2,0,0,0,0,1,no_pizza
17848167.0,1351556271.0,178,76,5,0,0,0,0,34,0,0,0,0,2,0,no_pizza
