account_age,account_created_utc,link_karma,comment_karma,ups,num_comments,image_provided,reciprocate,exchange,text_length,label
12456886.0,1333822497.0,910,154,1,2,0,0,0,137,no_pizza
3662468.0,1313348537.0,786,244,1,0,0,0,0,22,no_pizza
23710946.0,1378039513.0,312,14474,5,2,0,1,0,158,no_pizza
21687866.0,1348332038.0,1978,3847,6,2,0,0,0,95,no_pizza
413.0,1314732375.0,1,0,1,1,0,0,0,6,no_pizza
25746832.0,1376780955.0,347,7764,2,0,0,1,0,59,no_pizza
4792583.0,1308464692.0,1500,615,0,2,0,0,0,109,no_pizza
56169913.0,1347367369.0,2810,3393,0,0,0,0,0,53,no_pizza
92.0,1331419113.0,1,0,2,5,0,0,0,22,no_pizza
28757034.0,1310871225.0,5133,13167,1,1,0,0,0,27,no_pizza
37162600.0,1394665408.0,74,758,6,0,0,0,0,96,no_pizza
100887427.0,1326830091.0,93726,17207,0,0,0,0,0,194,no_pizza
32405124.0,1384206793.0,159,192,1,0,0,0,0,70,no_pizza
21328310.0,1357101562.0,211,3694,0,4,0,0,0,184,no_pizza
191.0,1311290041.0,1,0,2,0,0,0,0,59,no_pizza
69822573.0,1304892949.0,1191,2121,4,0,0,0,0,51,no_pizza
127700275.0,1235074625.0,6408,6945,3,2,0,1,0,157,no_pizza
32144227.0,1359092498.0,140,903,0,1,0,0,0,43,no_pizza
12853352.0,1326147939.0,339,5701,5,1,0,0,0,78,no_pizza
11320561.0,1345932617.0,886,666,16,6,0,0,0,86,no_pizza
4495983.0,1347367369.0,2810,3393,0,0,0,0,0,35,no_pizza
79609646.0,1344959571.0,7,322,30,4,0,0,0,57,no_pizza
81319224.0,1348679865.0,2301,4221,2,0,0,0,0,1289,no_pizza
113792777.0,1246574748.0,1301,472,0,2,0,0,0,41,no_pizza
312590.0,1349053039.0,1,-52,0,4,0,0,0,34,no_pizza
47611541.0,1375363156.0,492,139,3,1,0,0,0,72,no_pizza
83925104.0,1331554937.0,21,647,0,0,0,1,0,49,no_pizza
14650715.0,1299474370.0,1,2,1,4,0,0,0,14,no_pizza
31480087.0,1294158959.0,10520,1217,0,2,0,0,1,79,no_pizza
17434420.0,1343107414.0,65,414,0,0,0,0,0,28,no_pizza
46556678.0,1355899194.0,2056,1605,1,0,0,0,0,68,no_pizza
6204644.0,1346450266.0,1,3,1,5,0,0,0,145,no_pizza
4719856.0,1338251707.0,14,165,5,1,0,0,0,108,no_pizza
28407682.0,1306804267.0,98,261,4,3,0,0,0,23,no_pizza
39980494.0,1305515556.0,30,249,1,0,0,0,0,123,no_pizza
753933.0,1322964973.0,1,1,1,0,0,1,0,99,no_pizza
135914274.0,1292782007.0,137,814,2,0,0,0,0,60,no_pizza
58040578.0,1286328260.0,19919,6244,5,3,0,0,0,19,no_pizza
2692901.0,1339694477.0,137,936,0,3,0,0,0,77,no_pizza
34025403.0,1331813445.0,760,1170,7,7,0,0,0,50,no_pizza
109977614.0,1253939400.0,2335,7717,0,0,0,0,0,31,no_pizza
62709056.0,1303783696.0,1686,5331,1,1,0,0,0,129,no_pizza
32905785.0,1373323729.0,4338,5170,1,4,0,0,0,37,no_pizza
4720.0,1343591482.0,1,0,0,2,0,0,0,24,no_pizza
3304931.0,1331018258.0,1638,7780,1,1,0,1,0,88,no_pizza
68503875.0,1318574178.0,802,7131,1,0,0,0,0,92,no_pizza
9813906.0,1341714749.0,12,-2,0,5,0,0,0,56,no_pizza
93380178.0,1320277522.0,7648,2072,0,0,0,0,0,51,no_pizza
11557847.0,1302141589.0,254,3779,10,1,0,0,0,48,no_pizza
23242813.0,1320686498.0,1049,1689,3,1,0,0,0,38,no_pizza
25942796.0,1364818928.0,53872,7288,4,0,0,0,0,38,no_pizza
34279711.0,1304144034.0,28,2159,4,5,0,1,0,107,no_pizza
26890223.0,1344178432.0,114,3061,1,0,0,0,0,54,no_pizza
418.0,1346039210.0,1,0,4,0,0,0,0,69,no_pizza
130727679.0,1193867672.0,232,56585,2,0,0,0,0,228,no_pizza
13896363.0,1311227512.0,3402,1135,5,0,1,0,0,106,no_pizza
39200892.0,1328599349.0,5,460,1,0,0,1,0,87,no_pizza
42139075.0,1355446267.0,504,139,14,13,0,0,0,89,no_pizza
65182581.0,1332391744.0,6,5014,4,0,0,0,0,22,no_pizza
16491450.0,1375336186.0,258,228,1,0,0,0,0,28,no_pizza
75916706.0,1353737470.0,6,123,8,1,0,0,0,12,no_pizza
105104104.0,1316257002.0,4560,6376,1,1,0,0,0,41,no_pizza
50965287.0,1310192856.0,1,78,0,0,0,0,0,95,no_pizza
71436764.0,1329717487.0,1772,2131,1,0,0,0,0,18,no_pizza
4873839.0,1350218358.0,1,51,5,1,0,1,0,172,no_pizza
5694617.0,1380421244.0,29,517,12,2,0,0,0,32,no_pizza
61618256.0,1369917374.0,100,956,23,9,0,0,0,77,no_pizza
49297399.0,1326966487.0,2836,7853,0,1,0,0,0,161,no_pizza
59721.0,1342491711.0,1,0,5,1,0,0,0,58,no_pizza
61086860.0,1361215115.0,200,120,38,12,0,0,0,132,no_pizza
13829831.0,1321731779.0,1,4,2,1,0,0,0,109,no_pizza
14360509.0,1299641440.0,227,122,0,0,0,0,0,71,no_pizza
1809749.0,1320851050.0,7,0,4,2,0,1,0,76,no_pizza
27432292.0,1358957356.0,5924,7975,3,0,0,1,0,50,no_pizza
24783656.0,1301887433.0,85,5310,4,0,0,1,0,122,no_pizza
3431867.0,1333858126.0,4515,885,5,5,1,0,0,81,no_pizza
4031197.0,1362701119.0,87,37,1,0,0,0,0,88,no_pizza
12304364.0,1341844770.0,106,10924,1,0,0,0,0,38,no_pizza
6028588.0,1329339623.0,4298,11868,1,1,0,1,0,43,no_pizza
41660737.0,1339758026.0,1005,6696,6,2,0,0,0,34,no_pizza
19453848.0,1309212059.0,232,1612,4,1,0,0,0,351,no_pizza
35244848.0,1312597473.0,32,392,0,0,0,0,0,45,no_pizza
42983137.0,1290100360.0,2459,16981,4,1,0,0,0,195,no_pizza
4947499.0,1306289375.0,1886,5952,4,2,0,0,0,164,no_pizza
51734.0,1328119273.0,1,0,3,0,0,0,0,21,no_pizza
5412652.0,1359359495.0,1325,14,2,0,0,0,0,50,no_pizza
686.0,1316274236.0,1,1,2,2,0,1,0,44,no_pizza
38105822.0,1366303270.0,1,109,0,0,0,0,0,55,no_pizza
1021479.0,1318375332.0,1,12,3,1,0,0,0,94,no_pizza
492586.0,1309156080.0,469,88846,5,4,0,0,0,154,no_pizza
101930653.0,1295683609.0,393,1756,1,2,0,0,0,30,no_pizza
68315301.0,1309081848.0,75,1160,3,3,0,0,0,87,no_pizza
1423808.0,1321001206.0,1,0,2,0,0,0,0,39,no_pizza
47719918.0,1351967536.0,9,86,2,0,0,0,0,169,no_pizza
83109181.0,1322886635.0,215,479,1,0,0,0,0,117,no_pizza
17167650.0,1346984184.0,104,499,1,0,0,0,0,54,no_pizza
32529353.0,1333893666.0,1091,1244,3,0,0,0,0,47,no_pizza
17880883.0,1389838279.0,79,4317,1,0,0,0,0,79,no_pizza
2249404.0,1312344475.0,3931,6422,1,2,0,0,0,101,no_pizza
117703851.0,1308943402.0,33,2445,2,0,0,0,0,22,no_pizza
39489838.0,1366394753.0,137,8971,1,0,0,1,0,41,no_pizza
8525762.0,1336808281.0,9,2119,7,7,0,0,0,129,no_pizza
61655127.0,1292396373.0,382,168,3,0,0,0,0,62,no_pizza
8491264.0,1344964696.0,66,412,2,1,0,0,0,35,no_pizza
80288894.0,1299694018.0,1349,2291,2,7,0,0,0,41,no_pizza
111089443.0,1212039285.0,1,0,1,0,0,1,0,104,no_pizza
67453900.0,1325119573.0,1799,1162,5,0,0,0,0,37,no_pizza
28386872.0,1351456517.0,1323,278,5,2,0,0,0,84,no_pizza
17619407.0,1321856948.0,1,103,2,1,0,0,0,17,no_pizza
254.0,1351824943.0,1,0,0,2,0,0,0,62,no_pizza
73600806.0,1353189576.0,620,7687,54,3,0,0,0,34,no_pizza
58673076.0,1360266501.0,1129,288,0,0,0,0,0,23,no_pizza
36653995.0,1326840129.0,1774,3473,9,2,0,0,0,87,no_pizza
8381673.0,1409951465.0,566,786,7,2,0,0,0,69,no_pizza
883.0,1331171420.0,103,-25,21,7,0,0,0,92,no_pizza
7619828.0,1332187484.0,316,1257,4,6,0,0,0,187,no_pizza
151340.0,1352429782.0,1,0,1,0,0,0,0,41,no_pizza
67722998.0,1354089060.0,575,1555,0,0,0,0,0,19,no_pizza
31838988.0,1342167577.0,40,3,3,3,0,0,0,18,no_pizza
15500829.0,1314211879.0,837,1436,2,7,0,0,0,33,no_pizza
32093504.0,1344401375.0,1889,135,3,2,0,1,0,36,no_pizza
2060400.0,1339783193.0,1,5,0,2,0,0,1,102,no_pizza
10367120.0,1316796352.0,5,189,3,3,0,0,0,52,no_pizza
36717728.0,1319484912.0,4,340,2,0,0,0,0,160,no_pizza
24279167.0,1311524743.0,4,143,1,1,0,0,0,94,no_pizza
12101097.0,1381101523.0,1,27,7,0,0,0,0,31,no_pizza
42517238.0,1366581392.0,2229,9353,5,3,0,0,0,14,no_pizza
30120200.0,1370057137.0,36,660,0,0,0,1,0,82,no_pizza
18332255.0,1289859916.0,2570,1031,4,0,0,1,0,72,no_pizza
10320204.0,1373435148.0,130,136,0,0,0,1,0,47,no_pizza
221.0,1340742342.0,1,0,1,1,0,1,0,122,no_pizza
66884038.0,1316899720.0,4304,3957,0,0,1,0,1,158,no_pizza
22143478.0,1373471528.0,28,76,7,5,0,0,0,57,no_pizza
9003527.0,1391534297.0,1,2735,49,21,0,0,0,164,no_pizza
4605914.0,1329681890.0,1,1,1,4,0,0,0,53,no_pizza
2512451.0,1335474699.0,1,-3,1,1,0,0,0,108,no_pizza
56877086.0,1317832530.0,1,17,3,0,0,0,0,55,no_pizza
14720753.0,1316790076.0,20,93,1,0,1,1,0,179,no_pizza
36028555.0,1355402623.0,15,7621,0,1,0,0,0,17,no_pizza
97823730.0,1322698293.0,2781,5742,2,0,0,1,0,132,no_pizza
91838504.0,1322427211.0,507,32864,0,0,0,0,0,17,no_pizza
7741595.0,1336327769.0,6,12,1,1,0,0,0,47,no_pizza
61418376.0,1282619787.0,395,980,2,2,0,0,0,69,no_pizza
16064479.0,1352946025.0,197,433,5,1,0,0,0,37,no_pizza
43920557.0,1339758026.0,1005,6696,0,0,0,0,0,13,no_pizza
10108108.0,1302544453.0,476,1341,3,0,0,0,1,67,no_pizza
46506322.0,1291078977.0,1803,898,3,1,0,0,0,165,no_pizza
65198440.0,1267938392.0,1323,31824,1,10,0,1,1,177,no_pizza
27045022.0,1377136762.0,903,4249,7,1,0,0,0,56,no_pizza
167.0,1311220485.0,1,-1,4,4,0,0,0,28,no_pizza
59516980.0,1371350215.0,1887,6246,5,0,0,1,0,100,no_pizza
31630684.0,1348233886.0,31,250,2,0,0,0,0,38,no_pizza
44043868.0,1357981234.0,72,1139,2,0,0,0,0,46,no_pizza
55014497.0,1319501832.0,496,1476,4,1,0,0,0,38,no_pizza
149457695.0,1193536181.0,13922,12604,2,1,0,0,0,78,no_pizza
671657.0,1314511921.0,1,1,1,2,0,0,0,169,no_pizza
25542888.0,1342226256.0,171,216,11,1,0,0,0,18,no_pizza
1649984.0,1316453112.0,1,10,1,2,0,1,0,56,no_pizza
5727537.0,1340679697.0,36,1637,1,1,0,0,0,113,no_pizza
71983859.0,1300828486.0,1,110,6,1,0,0,0,70,no_pizza
31460532.0,1332187484.0,316,1257,1,0,0,0,0,145,no_pizza
65221466.0,1323826854.0,1222,945,5,4,0,0,0,67,no_pizza
20933620.0,1377790456.0,374,2428,2,0,0,1,0,72,no_pizza
21678466.0,1393804806.0,1,32,0,0,0,1,0,27,no_pizza
320.0,1308695252.0,1,13,22,16,0,0,0,66,no_pizza
65286837.0,1344046927.0,5516,31138,4,0,0,1,0,116,no_pizza
37222964.0,1394075500.0,215,5955,3,3,0,0,0,98,no_pizza
107671891.0,1316046448.0,17,4298,1,0,0,0,0,77,no_pizza
21100595.0,1316019472.0,1046,2530,7,5,0,0,0,101,no_pizza
26622346.0,1338356490.0,323,407,1,0,0,0,0,17,no_pizza
810.0,1336935102.0,1,0,0,5,0,0,0,27,no_pizza
36394829.0,1356716416.0,2051,734,22,2,0,0,0,64,no_pizza
23647098.0,1380577716.0,1056,10854,1,0,0,0,0,53,no_pizza
4659147.0,1315858318.0,1534,3910,2,3,0,0,0,75,no_pizza
28314053.0,1284347683.0,29,3311,2,0,0,0,0,79,no_pizza
52608338.0,1343002275.0,380,132,8,0,0,0,0,42,no_pizza
37356789.0,1380473717.0,19,286,1,0,0,1,0,61,no_pizza
530524.0,1322675737.0,1,1,2,0,0,0,0,60,no_pizza
18041024.0,1297206016.0,1363,4003,6,5,0,0,0,49,no_pizza
680786.0,1310072542.0,1,3,2,6,0,0,0,119,no_pizza
36692299.0,1287342308.0,2830,847,2,5,0,0,0,55,no_pizza
72940777.0,1280063739.0,3436,2867,0,1,0,0,0,95,no_pizza
2963098.0,1319134068.0,236,604,3,18,0,0,0,103,no_pizza
1255.0,1312935360.0,1,-1,1,0,0,0,0,107,no_pizza
52871128.0,1293491080.0,174,148,2,1,0,1,0,57,no_pizza
95656483.0,1312557676.0,14209,75695,0,0,0,0,0,42,no_pizza
5300301.0,1310485850.0,2725,704,1,0,0,1,0,36,no_pizza
26603948.0,1379923046.0,236,418,2,0,0,0,0,83,no_pizza
39409441.0,1388080929.0,14,37,0,0,0,0,0,9,no_pizza
5937878.0,1353455980.0,5396,9926,0,0,0,0,0,90,no_pizza
3023286.0,1357969562.0,1,1,0,0,0,0,0,14,no_pizza
31247755.0,1337581216.0,66,2511,1,4,0,0,0,38,no_pizza
35664455.0,1298189110.0,87,722,2,1,0,1,0,69,no_pizza
2157425.0,1312049773.0,1,7,4,3,0,0,0,123,no_pizza
1618.0,1326841349.0,1,0,5,3,0,0,0,61,no_pizza
26266016.0,1330092962.0,934,522,0,0,0,0,0,58,no_pizza
61373067.0,1345614938.0,447,5495,0,0,0,0,0,7,no_pizza
334501.0,1342386121.0,1,-6,4,1,0,0,0,54,no_pizza
3009688.0,1333963446.0,47,38,1,1,0,0,0,67,no_pizza
21044017.0,1297932530.0,76,1879,1,2,0,0,0,70,no_pizza
43822583.0,1305642606.0,25,1316,0,0,0,0,0,42,no_pizza
62147645.0,1288018368.0,3602,11883,2,5,0,0,0,126,no_pizza
92015498.0,1215402166.0,193,393,7,9,0,0,0,40,no_pizza
46793043.0,1349091641.0,4559,3485,2,0,0,0,0,79,no_pizza
44637912.0,1378178325.0,2139,337,0,0,0,0,0,61,no_pizza
37028899.0,1301058140.0,5,99,2,2,0,0,0,46,no_pizza
21144564.0,1377136762.0,903,4249,0,0,0,1,0,80,no_pizza
78008435.0,1251320410.0,1393,2191,7,6,0,0,0,149,no_pizza
84348431.0,1345122477.0,167,696,4,0,0,0,0,35,no_pizza
596106.0,1321328283.0,1,17,1,0,0,0,0,102,no_pizza
343.0,1314421605.0,85,334,0,7,0,0,0,165,no_pizza
2645251.0,1311664946.0,1,6,1,0,0,0,0,75,no_pizza
38448396.0,1341095500.0,1166,21064,3,0,0,0,0,86,no_pizza
22174688.0,1291783659.0,593,21832,2,0,0,0,0,74,no_pizza
3683860.0,1364464994.0,1,-1,0,2,0,1,0,59,no_pizza
21563415.0,1377136762.0,903,4249,3,7,0,0,0,76,no_pizza
22601006.0,1332829586.0,3993,3194,1,0,1,0,0,115,no_pizza
13678098.0,1340430236.0,1079,10734,1,4,0,0,0,95,no_pizza
12781389.0,1355968692.0,4,0,11,8,0,0,0,95,no_pizza
6303695.0,1412709588.0,2545,2628,0,0,0,0,0,34,no_pizza
31540657.0,1354663932.0,5796,13386,1,5,0,0,0,175,no_pizza
8415817.0,1304602163.0,1,40,3,14,0,0,0,115,no_pizza
50377735.0,1377469428.0,2061,514,54,11,0,0,0,264,no_pizza
17694944.0,1320099391.0,1,53,0,5,0,0,0,139,no_pizza
38089034.0,1389820615.0,12,66780,14,1,0,0,0,197,no_pizza
54566286.0,1255776467.0,3,391,0,3,0,0,0,78,no_pizza
64124739.0,1345301524.0,2,5689,6,0,0,0,0,131,no_pizza
3874625.0,1310766925.0,1,24,2,2,0,0,0,143,no_pizza
114477926.0,1281009456.0,672,2813,2,0,0,0,0,52,no_pizza
23316807.0,1330391457.0,1487,1944,1,0,0,0,0,112,no_pizza
17198270.0,1297646379.0,24,677,1,0,0,0,0,106,no_pizza
8981824.0,1418757142.0,558,2428,3,0,0,0,0,85,no_pizza
165004.0,1317057271.0,1,17,1,3,0,0,0,77,no_pizza
1172.0,1340403714.0,1,0,1,1,0,0,0,66,no_pizza
97057345.0,1288018368.0,3602,11883,1,0,0,0,0,58,no_pizza
32657.0,1314092047.0,1,2,3,6,0,0,0,334,no_pizza
15414491.0,1329971026.0,42,10046,2,2,0,0,0,103,no_pizza
129453211.0,1298995993.0,1,546,2,0,0,0,0,38,no_pizza
76922503.0,1278442580.0,2008,9927,3,0,0,1,0,70,no_pizza
80388867.0,1290677364.0,451,5788,4,0,0,0,0,9,no_pizza
14003820.0,1302837936.0,3909,5236,1,0,0,0,0,84,no_pizza
16170221.0,1383061602.0,34,4722,0,0,0,0,0,21,no_pizza
30204183.0,1325229274.0,148,2901,2,0,0,0,0,16,no_pizza
57986723.0,1320276463.0,1929,1171,0,1,0,0,0,64,no_pizza
8027462.0,1303083938.0,1651,778,6,1,0,1,0,90,no_pizza
41622577.0,1309677183.0,1,10,0,0,0,0,0,42,no_pizza
76119339.0,1315187506.0,1079,9430,0,3,0,0,0,116,no_pizza
31343671.0,1356066698.0,430,125,0,1,0,0,0,29,no_pizza
6922181.0,1320700197.0,1,1,1,0,0,0,0,68,no_pizza
288.0,1313640537.0,1,0,3,1,0,0,0,24,no_pizza
3792590.0,1312764538.0,1,1,5,0,0,0,0,93,no_pizza
9541633.0,1402288053.0,891,1825,8,6,0,0,0,55,no_pizza
4345183.0,1340663956.0,270,12280,2,3,0,0,0,88,no_pizza
5901.0,1310403724.0,1,4,0,0,0,0,0,61,no_pizza
3619892.0,1377473507.0,1,-1,13,8,0,0,0,34,no_pizza
109538166.0,1239676067.0,1,80,1,0,0,1,0,69,no_pizza
35249860.0,1333496689.0,110,342,0,0,0,0,0,18,no_pizza
63478338.0,1368158607.0,615,1968,3,0,0,0,0,51,no_pizza
50122602.0,1266687882.0,581,4904,1,1,0,0,0,185,no_pizza
40097591.0,1271346493.0,13648,8024,2,3,0,0,0,165,no_pizza
39162988.0,1350625184.0,17509,26963,15,2,0,0,0,26,no_pizza
382.0,1318978373.0,4,13,6,0,0,0,0,52,no_pizza
116898751.0,1197220343.0,1497,6753,2,1,0,1,0,69,no_pizza
82072527.0,1301880689.0,6301,2928,2,5,0,0,0,74,no_pizza
1293065.0,1340308019.0,27,185,4,7,0,0,0,176,no_pizza
113898129.0,1270577300.0,216,967,2,0,0,0,0,25,no_pizza
23344226.0,1321034257.0,6006,31664,1,4,0,0,0,284,no_pizza
53725179.0,1352858510.0,21476,17618,0,0,0,0,0,35,no_pizza
17524238.0,1314080608.0,8479,10932,2,1,0,0,0,66,no_pizza
65403154.0,1312597473.0,32,392,0,0,1,0,0,41,no_pizza
492586.0,1309156080.0,469,88846,5,4,0,0,0,154,no_pizza
8211360.0,1301145434.0,4066,14972,5,18,0,0,0,781,no_pizza
23683529.0,1320701328.0,1,3,1,1,0,0,0,12,no_pizza
94545595.0,1304020348.0,661,491,1,0,0,0,0,72,no_pizza
41340282.0,1301928650.0,4246,1108,1,4,0,0,0,37,no_pizza
58926874.0,1362203632.0,1,134,2,6,0,0,0,48,no_pizza
1239003.0,1313418130.0,814,9192,4,13,0,0,0,53,no_pizza
24619093.0,1386424167.0,3639,23044,0,0,0,0,0,22,no_pizza
13521594.0,1304736942.0,5091,4835,9,9,0,0,0,54,no_pizza
5770105.0,1303599668.0,13,616,3,2,0,0,0,109,no_pizza
12175228.0,1371366461.0,693,1942,0,5,1,0,0,130,no_pizza
40912872.0,1334400726.0,57,975,4,0,0,0,0,60,no_pizza
80108260.0,1328656754.0,1037,4572,1,3,0,0,0,204,no_pizza
21860663.0,1407528659.0,402,57,2,0,0,0,0,63,no_pizza
164806.0,1317416543.0,1,-2,0,11,0,0,0,68,no_pizza
25837096.0,1348154287.0,13209,17020,1,0,0,0,1,423,no_pizza
1534792.0,1309483785.0,1,6,2,6,0,0,0,115,no_pizza
42716904.0,1376205070.0,449,4102,11,0,0,0,0,66,no_pizza
23980493.0,1306994012.0,364,1886,6,10,0,0,0,118,no_pizza
2247.0,1311188855.0,1,0,1,2,0,1,0,82,no_pizza
63057182.0,1285240177.0,9673,21840,2,1,0,1,0,84,no_pizza
86295175.0,1306484937.0,450,158,0,1,0,0,0,155,no_pizza
48719378.0,1351122132.0,1854,240,2,0,0,0,0,15,no_pizza
10817019.0,1340548836.0,1,0,8,4,0,0,0,42,no_pizza
26511113.0,1393222557.0,1232,564,3,2,0,0,1,58,no_pizza
70356105.0,1325604659.0,801,3864,1,0,0,0,0,15,no_pizza
85199002.0,1338236753.0,10,489,0,0,0,1,0,82,no_pizza
43847832.0,1328081218.0,2492,345,0,0,0,0,0,40,no_pizza
26984016.0,1286989665.0,1106,4412,3,0,0,0,0,58,no_pizza
100669476.0,1247004298.0,199,67,3,0,0,1,0,67,no_pizza
55888781.0,1327881984.0,4274,4311,3,3,0,0,0,13,no_pizza
31883600.0,1372646589.0,1820,2037,0,4,0,0,0,26,no_pizza
12702319.0,1319846861.0,191,8970,0,3,0,1,0,72,no_pizza
55129056.0,1347302346.0,1,75,1,0,0,0,0,42,no_pizza
582.0,1325429209.0,1,84,10,6,0,0,0,97,no_pizza
841233.0,1335652564.0,1,3,2,4,0,1,0,102,no_pizza
2506524.0,1318791330.0,1,96,0,0,0,0,0,28,no_pizza
6816779.0,1319318331.0,146,202,1,0,0,0,0,47,no_pizza
107893291.0,1246508713.0,1,1445,4,0,0,0,0,48,no_pizza
5044.0,1325629798.0,1,1,1,0,1,0,0,68,no_pizza
13397239.0,1306345524.0,11777,25554,2,3,0,1,0,266,no_pizza
49060518.0,1348610857.0,1120,11383,8,0,0,0,0,34,no_pizza
3709649.0,1338852047.0,12,78,2,1,0,0,1,179,no_pizza
39546179.0,1327486345.0,1,2,2,3,0,0,0,10,no_pizza
54562434.0,1371703137.0,1,26,0,0,0,0,0,32,no_pizza
