ups,num_comments,image_provided,reciprocate,exchange,text_length,label
2,2,1,1,0,163,0
1,0,0,1,0,77,0
0,0,0,0,0,66,0
3,14,0,0,0,115,0
0,0,0,0,0,92,0
1,3,0,0,0,48,0
15,6,0,0,0,57,0
1,0,0,0,0,36,0
1,0,0,0,0,32,0
0,0,1,0,0,57,0
1,1,0,0,1,56,0
1,0,0,0,0,41,0
9,5,0,0,0,38,0
3,1,1,0,0,27,0
7,2,0,0,0,85,0
2,2,0,1,0,61,0
1,0,0,0,0,75,0
1,0,0,0,0,47,0
1,1,0,0,0,48,0
7,2,0,0,0,169,0
6,4,0,0,0,24,0
2,0,0,0,0,103,0
7,2,1,0,0,78,0
5,6,0,1,0,65,0
1,0,0,0,0,75,0
2,1,0,0,0,115,0
3,2,0,0,0,48,0
1,1,0,0,0,78,0
1,2,0,0,0,55,0
3,0,0,1,0,44,0
10,3,0,1,0,53,0
3,26,0,1,0,89,0
1,2,0,0,0,46,0
0,0,0,0,0,39,0
7,2,1,0,0,78,0
1,0,0,0,0,28,0
7,23,0,0,0,43,0
6,0,0,0,0,28,0
3,0,0,0,0,46,0
7,0,0,0,0,31,0
0,0,0,0,0,104,0
1,0,0,0,0,31,0
3,0,0,0,0,123,0
3,0,0,0,0,24,0
3,0,0,0,0,115,0
4,2,0,0,0,28,0
7,2,0,0,0,165,0
0,10,0,0,0,32,0
2,0,0,1,0,27,0
4,4,0,0,0,216,0
2,0,0,0,0,105,0
0,0,0,0,0,46,0
0,1,0,1,0,121,0
0,2,0,0,0,150,0
3,1,0,1,0,70,0
1,0,1,0,0,121,0
1,3,0,0,0,77,0
3,4,0,0,0,25,0
0,0,0,0,0,84,0
0,0,0,0,0,36,0
2,0,0,1,0,102,0
13,1,0,0,0,39,0
1,2,0,1,0,58,0
2,0,0,1,0,93,0
2,0,0,0,0,86,0
1,0,0,1,0,123,0
2,1,0,0,0,44,0
17,7,0,0,0,22,0
0,0,0,0,0,125,0
2,0,0,0,0,134,0
4,3,0,0,0,28,0
9,11,0,0,0,29,0
1,0,0,1,0,65,0
5,0,0,0,0,38,0
1,0,0,0,0,23,0
0,0,0,1,0,122,0
4,5,0,0,0,119,0
1,3,0,0,0,75,0
26,12,0,0,0,98,0
0,1,0,0,0,182,0
0,0,0,0,0,47,0
3,2,0,1,0,139,0
0,0,0,0,0,18,0
3,0,0,0,0,112,0
3,2,0,0,0,29,0
1,0,0,0,0,76,0
16,6,0,0,0,86,0
3,5,0,1,0,133,0
3,0,0,0,0,55,0
9,0,0,0,0,57,0
3,0,0,1,0,92,0
1,1,0,0,0,291,0
0,12,0,0,0,234,0
1,2,0,0,0,70,0
1,2,0,0,0,65,0
0,2,0,0,0,80,0
4,0,0,0,0,51,0
1,0,0,1,0,37,0
5,1,0,0,0,121,0
0,2,0,0,0,12,0
29,8,0,0,0,42,0
7,0,0,0,0,66,0
1,2,0,1,0,160,0
4,3,0,0,0,37,0
0,0,0,1,0,69,0
2,0,0,0,1,58,0
2,11,0,0,0,53,0
0,0,0,0,0,60,0
0,0,0,0,1,105,0
1,0,0,0,0,133,0
0,0,0,0,0,46,0
0,0,0,0,0,106,0
1,2,0,1,0,99,0
1,0,0,0,0,42,0
6,1,0,0,0,92,0
0,0,1,0,0,69,0
1,2,0,0,0,51,0
3,4,0,0,0,164,0
5,5,0,1,0,133,0
1,0,0,0,0,61,0
3,0,0,0,0,73,0
4,27,0,0,0,28,0
1,0,0,0,0,68,0
13,4,0,0,0,207,0
0,0,0,0,0,52,0
6,5,0,0,0,104,0
1,2,0,0,0,3,0
1,0,0,0,0,417,0
0,0,0,0,0,11,0
3,2,0,1,0,106,0
2,0,0,0,0,116,0
28,10,0,0,0,96,0
1,0,0,0,0,31,0
2,1,0,0,0,100,0
2,1,0,0,0,134,0
0,2,0,0,0,40,0
2,0,0,0,0,72,0
0,0,0,0,0,95,0
4,5,0,0,0,80,0
5,0,0,1,0,55,0
2,0,0,1,0,67,0
1,2,0,0,0,40,0
14,3,0,0,0,147,0
3,0,0,0,0,58,0
0,3,0,1,0,187,0
0,1,0,1,0,127,0
1,0,0,1,0,87,0
9,1,0,1,0,66,0
1,0,0,0,0,50,0
1,2,0,0,0,40,0
1,0,0,0,0,101,0
2,5,0,0,0,136,0
2,0,1,0,0,129,0
0,0,0,0,0,62,0
1,1,0,0,0,135,0
1,0,0,0,0,32,0
7,0,0,0,0,29,0
1,0,0,0,0,160,0
1,0,0,0,0,102,0
1,0,0,0,0,90,0
8,0,0,0,0,79,0
2,0,0,0,0,90,0
10,2,0,0,0,31,0
2,0,0,0,0,30,0
2,0,0,0,0,56,0
2,0,0,1,0,303,0
0,0,0,0,0,44,0
2,2,0,0,0,17,0
1,0,0,0,0,68,0
1,1,0,1,0,63,0
1,0,0,1,0,52,0
0,0,0,0,0,54,0
0,2,0,0,0,226,0
1,2,0,0,0,116,0
6,0,0,0,0,19,0
3,0,0,1,0,152,0
5,1,0,0,0,30,0
1,0,0,1,0,34,0
2,0,0,1,0,56,0
4,2,0,0,0,81,0
0,0,0,0,0,158,0
5,3,0,0,0,158,0
15,5,0,0,0,397,0
4,0,0,1,0,59,0
4,0,0,0,1,77,0
0,0,0,0,0,78,0
4,0,0,0,0,48,0
12,11,1,1,0,144,0
11,5,0,0,0,64,0
1,0,0,0,0,48,0
2,0,0,0,0,30,0
2,4,0,0,0,55,0
2,0,0,0,0,74,0
5,1,0,0,0,125,0
1,0,0,0,0,51,0
2,0,0,0,0,69,0
7,1,0,0,0,100,0
2,0,0,0,0,146,0
2,1,0,0,0,52,0
3,1,0,0,0,32,0
0,1,0,0,0,47,0
0,0,0,0,0,137,0
1,2,1,0,0,54,0
0,0,0,0,0,117,0
1,0,0,1,0,146,0
2,0,0,1,0,78,0
3,1,0,0,0,84,0
0,0,0,0,0,90,0
2,0,0,0,0,24,0
1,0,0,0,0,60,0
2,3,0,0,0,61,0
1,0,0,1,0,215,0
0,0,0,0,0,24,0
2,3,0,0,0,85,0
2,3,0,0,0,100,0
2,2,0,0,0,20,0
3,0,0,0,0,109,0
2,2,0,0,0,91,0
2,2,0,1,0,107,0
10,6,0,0,0,70,0
1,2,0,0,0,193,0
1,1,0,0,0,117,0
0,0,0,0,0,18,0
3,1,0,0,0,57,0
2,0,0,0,0,206,0
2,0,0,0,0,97,0
7,16,0,0,0,44,0
1,0,0,1,0,46,0
12,3,0,1,0,63,0
4,2,0,0,0,30,0
0,0,0,0,0,91,0
0,0,0,0,0,48,0
1,2,0,0,0,101,0
49,6,0,0,0,72,0
2,0,0,1,0,48,0
5,0,0,0,0,56,0
7,3,0,1,0,86,0
0,1,0,0,0,24,0
20,0,0,0,0,77,0
0,0,0,0,0,101,0
4,17,0,0,1,46,0
3,3,0,0,0,137,0
0,0,0,0,0,16,0
0,0,0,0,0,23,0
2,0,0,0,0,150,0
17,5,0,0,0,94,0
2,4,0,0,0,113,0
2,2,0,0,0,25,0
2,1,0,0,0,41,0
4,10,0,1,0,257,0
3,7,0,0,0,115,0
2,0,0,0,0,13,0
2,1,0,0,0,35,0
8,2,0,0,0,49,0
0,0,0,1,0,53,0
1,0,1,1,0,102,0
8,6,0,0,0,41,0
5,0,0,0,0,102,0
0,5,0,0,1,65,0
2,0,0,0,0,33,0
1,5,0,0,0,110,0
1,0,0,0,0,28,0
13,5,0,0,0,22,0
22,11,0,0,0,48,0
1,4,0,0,0,43,0
2,0,0,0,1,123,0
2,3,0,0,0,37,0
7,4,0,0,0,53,0
0,0,0,0,0,48,0
4,2,0,0,0,69,0
7,4,0,0,0,131,0
0,0,0,0,0,112,0
4,1,0,0,0,76,0
1,0,0,1,0,82,0
0,1,0,1,0,33,0
0,0,0,0,0,81,0
6,0,0,0,0,22,0
11,3,1,0,0,220,0
0,0,0,0,0,28,0
1,6,0,0,0,44,0
9,0,0,0,0,43,0
1,1,0,0,0,85,0
4,7,0,1,0,91,0
2,4,0,0,0,52,0
1,0,0,0,0,78,0
2,0,0,0,0,81,0
2,1,0,0,0,40,0
2,0,0,0,1,97,0
4,6,0,0,0,171,0
0,0,0,0,0,46,0
3,2,0,0,0,78,0
5,0,0,0,0,73,0
1,0,0,0,0,37,0
0,0,0,0,0,62,0
0,2,0,0,0,78,0
9,4,0,0,0,66,0
1,0,0,1,0,21,0
2,0,0,0,0,130,0
1,1,0,0,0,27,0
1,0,0,0,0,20,0
9,3,1,0,0,33,0
0,0,0,0,0,61,0
1,0,1,0,0,125,0
0,0,0,0,0,42,0
2,0,0,0,0,49,0
0,0,0,0,0,27,0
1,0,0,1,0,68,0
1,1,0,1,0,86,0
1,1,0,0,0,177,0
1,1,1,0,0,123,0
1,0,0,0,0,37,0
6,0,0,0,0,87,0
1,0,0,1,0,148,0
2,0,0,0,0,41,0
4,2,0,0,0,27,0
0,0,0,0,0,91,0
2,2,0,1,0,174,0
0,0,0,0,1,107,0
4,0,0,0,0,38,0
3,2,0,0,0,87,0
1,0,0,0,0,36,0
19,22,1,0,0,97,0
2,0,0,1,0,80,0
7,7,0,1,0,193,0
4,0,0,0,0,58,0
3,6,0,0,0,144,0
0,0,0,0,0,53,0
2,4,0,0,0,106,0
2,1,0,0,0,45,0
0,0,0,1,0,64,0
1,0,0,0,0,60,0
3,0,0,0,0,17,0
4,4,0,0,0,144,0
1,0,0,0,0,62,0
2,0,0,0,0,65,0
1,0,0,0,0,106,0
2,16,0,0,0,97,0
6,1,0,0,1,167,0
9,0,0,0,0,59,0
5,2,0,0,0,51,0
12,8,0,0,0,164,0
0,2,0,0,0,72,0
4,4,0,0,0,76,0
6,0,0,0,0,54,0
73,13,0,0,0,37,0
1,0,0,0,0,48,0
0,0,0,0,0,17,0
0,5,0,0,0,47,0
11,0,0,0,0,192,0
0,0,0,0,0,122,0
68,12,0,0,0,185,0
3,9,0,1,0,157,0
6,2,0,0,0,114,0
3,0,0,0,0,67,0
2,0,0,1,0,72,0
0,1,0,1,0,62,0
4,0,0,0,0,510,0
4,6,0,0,0,184,0
3,1,0,0,0,34,0
0,2,0,0,0,86,0
5,2,0,0,0,84,0
8,0,0,0,0,9,0
0,0,0,0,0,81,0
2,0,0,1,0,204,0
0,1,0,0,0,85,0
6,2,0,0,0,46,0
5,3,0,0,0,113,0
1,0,0,0,0,58,0
1,1,0,0,0,40,0
0,0,0,0,0,28,0
2,0,0,0,0,21,0
0,8,0,0,0,39,0
2,0,0,0,0,27,0
0,4,0,0,0,60,0
1,1,0,1,0,82,0
3,0,0,0,0,14,0
5,0,0,1,0,206,0
1,0,0,1,0,63,0
3,0,0,0,0,72,0
8,0,0,0,0,84,0
1,0,0,0,0,17,0
2,0,0,0,0,47,0
2,1,0,0,0,24,0
1,3,0,0,0,58,0
2,0,0,0,0,69,0
1,3,0,0,0,51,0
3,0,0,0,0,42,0
2,0,0,1,0,159,0
3,0,0,0,0,30,0
2,0,0,0,0,121,0
0,0,0,0,0,30,0
1,0,0,1,0,63,0
3,3,0,0,0,144,0
2,0,0,0,1,119,0
1,0,0,1,0,46,0
6,0,0,0,0,98,0
0,0,0,0,0,99,0
2,0,0,0,1,198,0
6,7,0,0,0,124,0
1,0,0,1,0,21,0
0,4,0,0,0,25,0
1,2,0,0,0,91,0
2,1,0,0,1,110,0
0,2,0,0,0,175,0
3,0,0,0,0,22,0
1,5,0,0,0,127,0
6,6,0,0,0,137,0
15,10,0,0,0,74,0
1,1,0,0,0,99,0
0,0,0,0,0,45,0
0,0,0,0,0,92,0
1,4,0,0,0,178,0
9,5,0,1,0,124,0
1,0,0,1,0,30,0
1,1,0,0,0,138,0
11,0,0,0,0,40,0
11,0,1,1,0,183,0
1,0,0,0,0,72,0
1,2,0,0,0,186,0
1,0,0,0,0,30,0
6,7,0,0,0,202,0
4,0,0,0,0,41,0
4,4,0,0,0,46,0
2,1,0,0,0,79,0
5,2,0,0,0,179,0
0,0,0,1,0,178,0
1,0,0,0,0,123,0
1,0,0,0,0,23,0
0,0,0,0,0,41,0
1,4,0,0,0,53,0
3,0,0,0,0,56,0
3,1,0,0,0,77,0
1,0,0,0,0,76,0
26,10,0,0,0,87,0
1,0,0,0,0,45,0
1,1,0,0,0,114,0
5,3,0,0,0,97,0
2,1,0,0,0,134,0
2,1,0,0,0,17,0
1,1,0,0,0,138,0
1,1,0,0,0,42,0
2,11,0,0,0,20,0
3,1,0,0,0,124,0
0,0,0,1,0,70,0
1,2,0,0,0,78,0
9,0,0,1,0,128,0
0,0,0,0,0,27,0
2,0,0,0,0,57,0
1,0,0,0,0,139,0
7,0,0,0,0,65,0
9,4,0,0,0,97,0
1,4,0,0,0,39,0
4,4,0,1,0,172,0
16,1,0,0,0,59,0
1,0,0,0,0,39,0
2,5,0,0,0,195,0
1,0,0,0,0,51,0
1,0,0,0,0,47,0
5,0,0,0,0,23,0
3,21,0,0,0,14,0
3,0,0,0,0,49,0
0,0,0,0,0,13,0
2,2,1,0,0,88,0
0,0,0,0,0,39,0
1,0,0,0,0,41,0
4,1,1,1,0,46,0
3,3,0,0,0,114,0
25,16,0,0,0,345,0
0,0,0,0,0,64,0
2,2,0,0,0,50,0
2,0,0,1,0,53,0
4,5,0,1,0,107,0
1,0,0,0,0,68,0
2,0,0,0,0,12,0
1,0,0,0,0,96,0
3,0,0,0,1,119,0
0,0,0,0,0,3,0
1,0,0,0,0,103,0
2,0,0,0,0,76,0
2,1,0,0,0,63,0
3,0,0,0,0,30,0
0,0,0,0,0,304,0
5,1,0,0,0,86,0
3,0,0,0,0,122,0
13,21,0,0,0,37,0
1,3,0,0,0,125,0
1,3,0,0,0,77,0
7,7,1,0,0,53,0
1,4,0,0,0,41,0
2,0,0,1,0,127,0
2,1,0,0,0,132,0
11,0,0,0,0,15,0
1,1,0,0,0,302,0
2,7,0,0,0,169,0
1,0,0,0,0,52,0
6,1,0,0,0,29,0
0,0,0,0,0,108,0
0,1,0,0,0,96,0
1,4,0,0,0,62,0
3,5,0,0,0,32,0
1,1,0,0,1,147,0
2,4,0,0,0,36,0
1,0,0,0,0,52,0
1,0,0,0,0,95,0
2,0,0,0,0,59,0
23,42,1,0,0,66,0
5,0,0,0,0,36,0
5,0,0,1,0,157,0
16,0,0,0,0,81,0
2,0,0,0,0,54,0
1,2,0,0,0,186,0
1,6,0,0,0,11,0
9,0,0,0,0,45,0
8,1,0,0,0,64,0
2,0,0,0,0,59,0
2,0,0,0,0,88,0
7,3,0,0,0,75,0
0,0,0,0,0,30,0
2,0,0,1,0,74,0
0,0,0,0,0,48,0
0,2,0,0,1,71,0
6,3,0,0,0,69,0
0,0,0,0,0,65,0
1,0,0,0,0,69,0
3,0,0,1,0,57,0
4,1,0,0,0,73,0
1,0,0,0,0,52,0
7,1,0,0,0,5,0
1,12,0,0,0,63,0
3,0,0,1,0,97,0
8,4,0,0,0,57,0
2,1,0,0,0,71,0
7,16,0,0,0,31,0
1,0,0,1,0,22,0
14,4,0,0,0,59,0
1,0,0,0,0,49,0
5,0,0,1,0,31,0
4,0,0,0,0,70,0
3,7,0,0,0,43,0
6,0,0,0,0,79,0
1,1,0,0,0,91,0
1,0,0,0,0,57,0
0,0,0,0,0,68,0
3,6,0,0,0,114,0
14,2,0,0,0,15,0
0,0,0,0,0,61,0
1,5,0,0,0,117,0
1,4,0,0,0,38,0
2,0,0,0,0,25,0
4,2,0,0,0,7,0
2,4,0,0,0,23,0
33,2,0,0,0,23,0
11,7,0,0,0,60,0
3,4,0,1,0,76,0
2,0,0,0,0,12,0
1,0,0,0,0,123,0
11,3,0,0,0,91,0
0,0,0,0,0,38,0
3,0,0,0,1,74,0
0,3,0,0,0,25,0
3,0,0,0,0,60,0
0,6,0,0,0,37,0
2,0,0,1,0,53,0
8,2,0,0,0,28,0
4,9,1,0,0,266,0
1,0,0,0,0,48,0
1,0,0,1,0,131,0
0,1,0,0,0,54,0
1,8,1,1,0,158,0
2,0,0,0,0,102,0
1,1,0,0,0,107,0
1,0,0,1,0,74,0
2,2,0,1,0,128,0
0,3,0,0,0,82,0
2,0,0,0,0,61,0
1,0,0,0,0,63,0
1,1,0,0,0,61,0
2,0,0,0,0,74,0
6,0,0,0,0,97,0
0,1,0,0,0,22,0
0,0,0,0,0,22,0
5,9,0,0,0,22,0
3,3,0,0,0,29,0
3,0,0,1,0,57,0
14,1,0,0,0,18,0
8,7,0,0,0,55,0
1,1,0,0,1,101,0
0,0,0,1,0,66,0
1,1,0,1,0,39,0
1,0,0,1,0,47,0
1,0,0,0,0,318,0
0,0,0,0,0,114,0
47,29,0,0,0,150,0
1,2,0,0,0,45,0
0,0,0,0,0,56,0
18,6,0,0,0,20,0
1,4,0,0,0,36,0
1,0,0,0,0,12,0
0,0,0,0,0,59,0
1,0,0,0,0,148,0
6,7,0,0,0,62,0
1,0,0,0,0,44,0
2,0,0,0,0,168,0
3,0,0,0,0,33,0
3,4,0,0,1,99,0
2,0,0,1,0,218,0
0,0,0,0,0,30,0
1,1,0,0,0,99,0
1,0,0,0,0,20,0
0,2,0,0,0,72,0
4,0,0,0,0,53,0
1,0,0,0,0,13,0
3,1,0,1,0,126,0
6,3,0,0,0,69,0
2,0,0,0,0,101,0
4,1,0,0,1,52,0
2,0,0,0,0,95,0
0,0,0,0,0,78,0
5,0,0,0,0,65,0
4,8,0,0,0,28,0
3,2,0,0,0,41,0
2,3,0,0,0,170,0
1,2,0,0,0,66,0
12,0,0,0,1,71,0
1,0,0,0,0,164,0
3,0,0,0,0,49,0
2,0,0,0,0,155,0
1,0,0,0,0,61,0
0,0,0,0,0,48,0
2,0,0,1,0,56,0
2,0,0,1,0,62,0
0,2,0,0,0,118,0
2,4,0,1,0,193,0
0,2,0,0,0,163,0
0,0,0,0,0,90,0
0,2,0,0,0,21,0
1,0,0,0,0,71,0
1,0,0,0,0,91,0
3,13,0,0,0,162,0
4,0,0,1,0,217,0
1,0,0,0,0,28,0
5,3,0,0,0,24,0
1,0,0,1,0,69,0
3,8,0,0,0,120,0
9,0,0,0,0,52,0
5,0,0,0,0,53,0
3,1,0,0,0,78,0
2,0,0,0,0,52,0
0,0,0,0,0,45,0
6,3,0,0,0,122,0
1,1,0,1,0,59,0
3,0,0,0,1,78,0
5,1,0,0,0,125,0
2,0,0,0,0,52,0
2,6,0,0,0,32,0
2,1,0,0,0,80,0
7,1,0,1,0,63,0
2,0,0,0,0,56,0
4,1,0,0,0,105,0
1,1,0,0,0,229,0
0,0,0,0,0,25,0
2,0,0,1,0,69,0
1,0,0,1,0,65,0
2,3,0,0,0,21,0
1,1,0,0,0,29,0
2,0,0,0,0,20,0
2,6,0,0,0,95,0
2,0,0,0,0,5,0
2,0,0,0,0,49,0
1,0,0,0,0,71,0
5,0,0,0,0,31,0
4,1,0,0,0,133,0
0,0,0,0,0,98,0
2,0,0,0,0,125,0
2,1,0,0,0,48,0
3,0,1,0,0,96,0
6,0,0,0,0,47,0
68,12,0,0,0,185,0
0,0,0,0,0,37,0
4,7,0,0,0,204,0
1,0,0,1,0,94,0
1,0,0,0,0,79,0
1,0,0,0,0,95,0
23,2,1,0,0,148,0
3,1,0,0,0,54,0
0,0,0,0,0,47,0
4,2,0,0,0,165,0
2,1,0,0,0,35,0
1,1,0,0,0,146,0
2,3,0,0,0,37,0
1,0,0,1,0,133,0
1,0,0,0,0,112,0
1,0,0,0,0,15,0
1,0,0,0,0,17,0
2,0,0,1,0,72,0
8,1,0,0,0,12,0
2,3,0,0,0,59,0
1,3,0,0,0,138,0
2,2,0,0,0,82,0
2,4,1,0,0,89,0
41,14,0,1,0,77,0
16,1,0,1,0,114,0
2,0,0,0,0,57,0
4,2,0,0,0,43,0
0,0,0,1,0,99,0
1,0,0,0,0,48,0
2,12,0,0,0,61,0
0,15,0,1,0,95,0
1,20,0,0,0,221,0
2,0,0,0,0,101,0
0,0,0,0,0,38,0
0,0,0,0,0,46,0
0,0,1,0,0,55,0
4,4,0,0,0,29,0
2,0,1,0,1,131,0
12,11,1,1,0,144,0
2,0,0,0,0,43,0
3,3,0,0,0,82,0
1,0,0,0,0,36,0
1,0,1,0,0,222,0
1,1,0,0,0,57,0
2,0,0,0,0,21,0
2,0,0,1,0,132,0
1,0,0,0,0,21,0
8,4,0,0,0,23,0
5,0,1,0,0,240,0
6,4,0,0,0,359,0
2,4,0,0,0,27,0
2,1,0,0,0,46,0
0,0,0,0,0,79,0
0,0,0,0,0,24,0
3,0,0,0,0,28,0
6,1,0,0,0,21,0
6,9,0,0,0,37,0
2,1,0,0,0,40,0
6,0,0,1,0,36,0
2,0,0,0,0,115,0
5,2,0,0,0,158,0
0,4,0,0,0,40,0
2,2,0,0,0,42,0
5,13,0,0,0,66,0
0,1,0,1,0,13,0
0,0,0,0,0,258,0
34,3,0,0,0,53,0
4,2,1,0,0,23,0
