ups,num_comments,image_provided,reciprocate,exchange,text_length,label
8,0,0,0,0,62,got_pizza
3,8,0,0,0,213,got_pizza
4,3,0,0,0,129,got_pizza
3,2,1,0,0,75,got_pizza
7,5,0,0,0,227,got_pizza
3,1,0,1,0,205,got_pizza
2,3,0,0,0,60,got_pizza
1,8,0,0,0,115,got_pizza
1,0,1,0,0,44,got_pizza
20,0,0,0,1,156,got_pizza
9,1,0,0,0,52,got_pizza
1,1,0,1,0,203,got_pizza
71,5,0,0,1,213,got_pizza
2,2,0,0,0,50,got_pizza
3,2,0,0,0,89,got_pizza
8,5,0,0,0,189,got_pizza
2,0,1,0,0,91,got_pizza
6,5,0,0,0,60,got_pizza
18,1,0,0,0,47,got_pizza
5,9,0,0,0,84,got_pizza
2,5,0,1,0,58,got_pizza
1,4,0,0,0,52,got_pizza
46,4,0,1,0,84,got_pizza
0,4,0,0,0,63,got_pizza
14,3,0,1,0,115,got_pizza
5,2,0,1,0,123,got_pizza
0,3,0,0,0,50,got_pizza
16,13,0,0,0,193,got_pizza
38,25,0,0,0,81,got_pizza
11,15,0,0,0,119,got_pizza
2,2,0,0,0,145,got_pizza
3,12,0,1,0,38,got_pizza
6,0,0,0,0,27,got_pizza
1,2,0,0,0,98,got_pizza
10,11,0,0,0,125,got_pizza
3,2,0,0,0,248,got_pizza
4,10,1,0,0,58,got_pizza
2,1,0,0,0,111,got_pizza
0,2,0,0,0,105,got_pizza
3,0,0,0,0,79,got_pizza
5,3,0,0,0,132,got_pizza
6,6,1,1,0,127,got_pizza
6,10,0,0,0,69,got_pizza
1,2,0,0,0,31,got_pizza
17,6,0,0,0,431,got_pizza
1,0,0,0,0,221,got_pizza
2,5,0,0,0,36,got_pizza
12,17,1,0,0,80,got_pizza
6,9,0,1,0,164,got_pizza
23,25,1,0,0,143,got_pizza
0,4,0,1,0,120,got_pizza
1,7,0,0,0,105,got_pizza
0,0,0,0,0,60,got_pizza
2,4,0,0,0,128,got_pizza
2,0,0,0,0,117,got_pizza
11,10,0,0,0,69,got_pizza
2,0,0,1,0,91,got_pizza
1,1,0,1,0,32,got_pizza
54,3,0,1,0,118,got_pizza
7,4,0,1,0,51,got_pizza
3,7,0,1,0,89,got_pizza
5,1,0,0,0,86,got_pizza
1,2,0,0,0,21,got_pizza
9,3,0,0,0,26,got_pizza
3,3,0,0,0,37,got_pizza
2,3,0,0,0,111,got_pizza
10,6,0,0,0,135,got_pizza
6,0,0,1,0,97,got_pizza
8,6,0,1,0,321,got_pizza
2,4,0,0,0,64,got_pizza
1,5,0,0,0,64,got_pizza
2,4,1,0,1,283,got_pizza
1,9,0,0,0,19,got_pizza
3,3,0,0,1,113,got_pizza
0,0,0,0,0,60,got_pizza
11,7,0,0,0,96,got_pizza
2,1,0,0,0,127,got_pizza
3,7,0,0,0,120,got_pizza
4,5,0,0,0,170,got_pizza
1,1,0,0,0,28,got_pizza
4,4,0,1,1,35,got_pizza
5,10,0,0,0,25,got_pizza
13,8,0,0,0,267,got_pizza
3,1,0,1,0,48,got_pizza
4,2,0,0,0,247,got_pizza
5,3,0,0,0,135,got_pizza
3,0,0,0,0,84,got_pizza
3,3,0,0,0,48,got_pizza
0,8,0,0,0,400,got_pizza
2,0,0,0,0,29,got_pizza
2,13,0,0,0,19,got_pizza
2,13,0,1,0,277,got_pizza
26,9,0,1,0,110,got_pizza
91,20,0,0,0,117,got_pizza
8,13,0,0,1,110,got_pizza
5,4,0,0,0,252,got_pizza
11,16,0,0,0,175,got_pizza
20,4,0,0,0,106,got_pizza
6,1,1,1,0,85,got_pizza
14,7,0,0,0,245,got_pizza
1,1,0,1,0,48,got_pizza
1,1,0,0,0,100,got_pizza
1,4,0,1,0,50,got_pizza
7,0,0,0,0,120,got_pizza
2,2,1,0,0,55,got_pizza
3,4,0,1,0,68,got_pizza
3,3,0,1,0,118,got_pizza
3,0,0,0,0,9,got_pizza
8,5,1,0,0,47,got_pizza
3,0,0,0,0,84,got_pizza
1,2,0,0,1,427,got_pizza
5,5,1,0,0,197,got_pizza
5,9,0,0,0,43,got_pizza
2,2,0,0,0,185,got_pizza
2,0,0,1,0,136,got_pizza
6,3,0,0,0,271,got_pizza
2,4,0,0,0,86,got_pizza
11,6,0,0,0,58,got_pizza
3,1,0,1,0,89,got_pizza
3,2,0,1,0,121,got_pizza
2,1,0,0,0,55,got_pizza
1,4,0,0,0,63,got_pizza
2,1,0,0,0,39,got_pizza
5,6,0,0,0,187,got_pizza
14,13,0,0,0,29,got_pizza
0,3,0,1,0,42,got_pizza
0,7,0,1,0,67,got_pizza
7,8,0,0,0,54,got_pizza
1,0,0,0,0,46,got_pizza
3,5,0,0,0,53,got_pizza
8,0,0,0,0,46,got_pizza
6,15,0,0,0,85,got_pizza
2,3,1,0,0,54,got_pizza
2,2,0,0,0,67,got_pizza
7,10,0,0,0,59,got_pizza
4,5,0,0,0,219,got_pizza
2,4,0,0,0,63,got_pizza
6,5,0,0,0,82,got_pizza
2,4,1,0,1,283,got_pizza
2,4,1,0,0,120,got_pizza
3,3,0,0,0,65,got_pizza
9,10,0,0,0,166,got_pizza
1,0,0,0,0,117,got_pizza
52,4,0,0,0,14,got_pizza
1,5,0,0,0,55,got_pizza
9,3,0,0,0,48,got_pizza
2,7,0,1,0,56,got_pizza
3,4,0,0,0,212,got_pizza
0,1,0,0,0,72,got_pizza
11,0,0,0,0,102,got_pizza
12,12,0,0,0,72,got_pizza
10,4,0,0,0,155,got_pizza
2,0,0,1,0,16,got_pizza
5,0,0,1,0,51,got_pizza
3,10,0,0,0,101,got_pizza
20,5,0,0,0,91,got_pizza
11,2,0,0,0,81,got_pizza
15,28,0,1,0,127,got_pizza
6,2,0,1,0,65,got_pizza
13,12,1,0,0,77,got_pizza
3,0,0,0,0,8,got_pizza
4,1,0,1,0,84,got_pizza
0,1,0,1,0,173,got_pizza
19,8,0,0,0,69,got_pizza
1,10,0,0,0,102,got_pizza
0,2,0,1,0,68,got_pizza
12,9,0,0,0,189,got_pizza
7,2,0,0,0,154,got_pizza
24,2,0,0,0,35,got_pizza
0,2,0,0,0,237,got_pizza
3,3,0,1,1,157,got_pizza
2,4,0,0,0,60,got_pizza
2,0,0,0,0,6,got_pizza
6,2,0,1,0,65,got_pizza
0,3,0,0,0,110,got_pizza
1,2,0,0,0,16,got_pizza
13,4,0,0,0,89,got_pizza
4,4,0,0,0,87,got_pizza
1,0,0,0,0,54,got_pizza
6,0,0,1,0,97,got_pizza
1,6,0,0,0,50,got_pizza
3,21,0,1,0,140,got_pizza
2,2,0,1,0,346,got_pizza
3,3,0,0,0,37,got_pizza
3,2,0,1,0,52,got_pizza
243,52,0,0,0,113,got_pizza
27,7,1,0,1,156,got_pizza
11,11,0,0,0,183,got_pizza
1,13,0,0,0,92,got_pizza
1,3,0,0,0,66,got_pizza
69,29,0,0,0,20,got_pizza
2,3,1,1,0,101,got_pizza
3,1,0,0,0,84,got_pizza
1,3,0,0,0,35,got_pizza
5,2,0,0,0,41,got_pizza
12,7,0,1,0,65,got_pizza
7,3,0,0,0,197,got_pizza
4,1,0,0,0,41,got_pizza
17,16,1,0,0,93,got_pizza
21,8,0,0,0,95,got_pizza
0,1,0,0,0,35,got_pizza
0,7,0,0,0,31,got_pizza
0,0,0,1,0,82,got_pizza
1,0,0,0,0,77,got_pizza
7,5,0,1,0,118,got_pizza
1,5,0,0,0,64,got_pizza
2,2,0,0,0,52,got_pizza
7,5,0,0,0,29,got_pizza
5,15,0,0,1,385,got_pizza
7,9,0,0,0,605,got_pizza
2,7,1,0,0,118,got_pizza
0,10,0,0,0,70,got_pizza
13,3,0,0,0,56,got_pizza
13,7,0,0,0,78,got_pizza
1,0,0,0,0,61,got_pizza
11,2,0,0,0,81,got_pizza
5,5,1,0,0,93,got_pizza
1,12,0,0,0,153,got_pizza
1,3,0,0,0,83,got_pizza
5,22,0,0,0,5,got_pizza
2,0,0,0,0,118,got_pizza
5,2,0,0,1,103,got_pizza
1,2,0,0,1,6,got_pizza
2,3,0,0,0,106,got_pizza
2,1,0,0,0,62,got_pizza
9,4,1,0,1,168,got_pizza
1,0,0,0,0,61,got_pizza
4,2,0,0,0,66,got_pizza
32,28,1,1,0,196,got_pizza
1,0,0,0,0,101,got_pizza
1,2,1,0,0,99,got_pizza
3,2,0,0,0,49,got_pizza
11,11,1,0,0,265,got_pizza
9,9,0,0,0,243,got_pizza
10,3,0,0,0,173,got_pizza
0,2,0,0,0,157,got_pizza
2,1,0,0,0,16,got_pizza
1,5,0,0,0,73,got_pizza
14,13,0,0,0,29,got_pizza
2,2,0,0,0,121,got_pizza
2,2,0,0,0,21,got_pizza
1,4,0,0,0,112,got_pizza
1,1,0,0,0,40,got_pizza
1,0,0,0,0,43,got_pizza
8,1,0,0,0,222,got_pizza
1,0,0,1,0,56,got_pizza
5,2,0,0,0,91,got_pizza
3,1,0,0,0,74,got_pizza
3,3,1,0,0,174,got_pizza
1,7,0,0,0,105,got_pizza
0,1,0,0,0,26,got_pizza
1,6,0,0,0,58,got_pizza
5,3,0,0,0,59,got_pizza
0,0,0,0,0,163,got_pizza
5,3,0,0,0,135,got_pizza
2,2,0,0,0,58,got_pizza
5,6,0,0,0,187,got_pizza
8,3,0,0,0,255,got_pizza
3,0,0,0,0,34,got_pizza
3,4,0,0,0,86,got_pizza
7,2,0,0,1,104,got_pizza
13,6,0,0,0,62,got_pizza
2,6,0,0,0,109,got_pizza
9,4,0,0,0,248,got_pizza
1,1,1,0,0,130,got_pizza
2,4,0,1,0,59,got_pizza
4,19,0,0,0,108,got_pizza
14,1,0,0,0,83,got_pizza
1,0,1,0,0,135,got_pizza
3,5,0,0,0,174,got_pizza
6,9,0,0,0,96,got_pizza
1,1,0,0,0,31,got_pizza
2,1,1,0,0,49,got_pizza
14,1,0,0,1,27,got_pizza
23,3,0,0,0,62,got_pizza
5,17,0,1,1,156,got_pizza
1,0,0,0,0,120,got_pizza
4,2,0,1,0,109,got_pizza
4,3,0,0,0,23,got_pizza
15,12,0,0,0,45,got_pizza
0,0,0,0,0,73,got_pizza
0,0,0,0,0,57,got_pizza
6,7,0,0,0,145,got_pizza
3,8,0,1,0,121,got_pizza
0,4,0,0,0,131,got_pizza
7,21,0,0,0,67,got_pizza
8,2,0,0,0,43,got_pizza
8,4,0,0,0,65,got_pizza
24,21,0,0,1,13,got_pizza
0,0,0,0,0,102,got_pizza
0,0,0,0,0,186,got_pizza
12,4,0,1,0,137,got_pizza
2,0,0,0,0,59,got_pizza
0,2,0,0,0,83,got_pizza
1,1,0,1,0,207,got_pizza
1,0,0,0,0,83,got_pizza
20,1,0,0,0,160,got_pizza
1,0,0,0,0,39,got_pizza
3,7,0,0,1,52,got_pizza
1,5,0,0,0,32,got_pizza
1,3,0,0,0,133,got_pizza
3,0,0,1,0,145,got_pizza
2,3,0,0,0,63,got_pizza
12,5,0,0,0,98,got_pizza
4,6,0,0,0,79,got_pizza
7,4,0,0,0,77,got_pizza
7,2,0,0,0,154,got_pizza
7,7,0,1,0,164,got_pizza
3,9,0,0,1,115,got_pizza
3,7,0,0,0,120,got_pizza
2,1,0,0,0,39,got_pizza
13,10,0,0,0,422,got_pizza
1,0,0,0,0,58,got_pizza
12,2,1,0,0,115,got_pizza
41,32,0,0,1,176,got_pizza
7,3,0,0,0,270,got_pizza
13,6,0,0,0,66,got_pizza
3,4,0,1,0,76,got_pizza
0,6,1,0,0,431,got_pizza
0,1,0,0,0,36,got_pizza
12,4,0,0,0,128,got_pizza
13,6,0,0,0,62,got_pizza
0,0,0,0,0,64,got_pizza
3,0,0,0,0,109,got_pizza
3,2,0,1,0,134,got_pizza
7,10,1,0,0,147,got_pizza
1,2,0,0,0,31,got_pizza
3,3,0,1,1,157,got_pizza
1,4,0,1,0,92,got_pizza
2,1,1,1,0,59,got_pizza
10,3,0,0,0,150,got_pizza
2,0,0,0,0,212,got_pizza
26,5,0,0,0,131,got_pizza
21,9,0,0,0,100,got_pizza
25,36,0,0,0,80,got_pizza
6,12,0,0,0,35,got_pizza
4,12,0,0,0,53,got_pizza
17,4,0,0,0,77,got_pizza
13,5,0,0,0,54,got_pizza
1,3,0,0,0,90,got_pizza
2,1,0,1,0,116,got_pizza
7,2,0,0,0,166,got_pizza
7,7,0,1,0,164,got_pizza
4,1,0,0,0,90,got_pizza
12,8,0,0,0,207,got_pizza
2,7,0,1,0,106,got_pizza
2,1,0,0,0,12,got_pizza
7,1,1,0,0,133,got_pizza
16,10,0,0,0,102,got_pizza
17,2,0,0,0,131,got_pizza
4,0,0,0,0,73,got_pizza
0,1,0,0,0,46,got_pizza
1,3,0,0,0,113,got_pizza
7,2,0,0,0,92,got_pizza
1,5,0,0,0,62,got_pizza
1,4,0,0,0,244,got_pizza
36,19,0,1,0,119,got_pizza
6,0,0,0,0,102,got_pizza
0,0,0,0,0,16,got_pizza
9,8,0,1,0,99,got_pizza
3,0,0,0,0,488,got_pizza
2,3,0,0,1,48,got_pizza
20,5,0,0,0,160,got_pizza
1,9,0,0,0,48,got_pizza
2,13,0,0,0,19,got_pizza
6,5,0,0,0,55,got_pizza
2,7,0,1,0,56,got_pizza
5,0,0,1,0,51,got_pizza
7,2,0,0,0,154,got_pizza
5,17,0,1,1,156,got_pizza
0,14,0,0,0,54,got_pizza
5,4,0,1,0,144,got_pizza
3,1,0,1,0,51,got_pizza
5,9,0,0,0,202,got_pizza
2,2,0,0,0,81,got_pizza
11,5,0,0,0,63,got_pizza
0,3,0,0,0,50,got_pizza
11,8,0,0,0,89,got_pizza
11,11,1,0,0,265,got_pizza
2,2,0,0,0,61,got_pizza
3,2,0,0,0,60,got_pizza
4,4,0,0,0,44,got_pizza
71,7,0,1,0,75,got_pizza
3,1,0,1,0,61,got_pizza
9,4,1,0,1,168,got_pizza
2,15,0,0,0,15,got_pizza
3,0,0,0,0,94,got_pizza
1,0,0,0,0,92,got_pizza
15,2,0,0,0,104,got_pizza
3,1,0,0,0,57,got_pizza
3,8,0,0,0,213,got_pizza
1,0,0,0,0,93,got_pizza
2,7,1,0,0,118,got_pizza
4,4,0,0,0,98,got_pizza
3,0,0,0,0,29,got_pizza
5,2,1,0,0,148,got_pizza
1,0,0,0,0,129,got_pizza
2,3,0,0,0,54,got_pizza
1,2,0,0,0,155,got_pizza
14,3,0,1,0,115,got_pizza
10,4,0,0,0,155,got_pizza
8,13,0,0,1,110,got_pizza
13,1,0,0,0,84,got_pizza
4,4,0,0,0,44,got_pizza
5,3,0,1,0,42,got_pizza
1,3,0,0,0,35,got_pizza
0,0,0,0,0,38,got_pizza
8,4,0,1,0,27,got_pizza
1,1,0,0,0,100,got_pizza
5,2,0,1,0,28,got_pizza
3,12,0,0,0,53,got_pizza
2,9,0,0,0,160,got_pizza
1,0,0,0,0,77,got_pizza
2,0,0,0,0,64,got_pizza
0,5,0,0,0,35,got_pizza
3,2,0,1,0,163,got_pizza
0,1,0,0,0,58,got_pizza
4,7,0,1,0,54,got_pizza
15,3,1,0,0,83,got_pizza
18,17,0,0,0,172,got_pizza
2,1,0,0,0,66,got_pizza
4,3,0,0,0,23,got_pizza
15,8,0,1,0,171,got_pizza
2,1,0,0,0,12,got_pizza
10,3,0,0,0,167,got_pizza
2,5,0,0,0,241,got_pizza
1,4,0,0,0,7,got_pizza
15,11,0,0,0,43,got_pizza
2,13,0,0,0,59,got_pizza
2,2,0,1,0,85,got_pizza
2,11,0,0,0,22,got_pizza
32,2,1,0,0,156,got_pizza
8,8,0,0,0,57,got_pizza
3,0,0,0,0,431,got_pizza
2,8,0,0,0,32,got_pizza
4,5,0,0,0,53,got_pizza
2,1,0,0,0,70,got_pizza
14,21,0,0,0,40,got_pizza
2,3,0,0,0,57,got_pizza
6,3,0,0,0,66,got_pizza
3,7,0,0,0,134,got_pizza
13,11,0,0,0,69,got_pizza
0,0,0,0,0,93,got_pizza
1,1,0,0,0,131,got_pizza
1,4,0,0,0,191,got_pizza
60,14,0,1,0,34,got_pizza
3,0,1,1,0,257,got_pizza
18,16,0,0,0,191,got_pizza
8,4,0,1,0,27,got_pizza
7,1,0,0,0,35,got_pizza
1,0,0,0,0,56,got_pizza
2,11,0,1,0,187,got_pizza
1,1,0,0,0,185,got_pizza
10,2,0,0,0,102,got_pizza
0,1,0,0,0,66,got_pizza
8,6,1,0,0,67,got_pizza
1,0,0,0,0,33,got_pizza
91,20,0,0,0,117,got_pizza
2,14,0,0,0,95,got_pizza
9,3,0,0,0,340,got_pizza
1,11,0,1,0,79,got_pizza
4,2,0,1,0,42,got_pizza
12,7,0,0,0,136,got_pizza
1,3,0,0,0,75,got_pizza
2,2,0,0,0,93,got_pizza
2,1,0,1,0,116,got_pizza
4,7,0,0,0,196,got_pizza
8,4,0,1,0,174,got_pizza
11,0,0,0,0,102,got_pizza
0,0,0,0,0,117,got_pizza
2,2,0,0,0,96,got_pizza
5,1,0,0,0,119,got_pizza
1,2,0,0,1,427,got_pizza
2,8,0,0,0,185,got_pizza
20,0,0,0,1,156,got_pizza
2,0,0,1,0,138,got_pizza
8,6,0,0,0,127,got_pizza
5,3,0,0,0,135,got_pizza
70,9,0,0,0,60,got_pizza
1,16,0,0,0,12,got_pizza
1,3,0,1,0,68,got_pizza
11,0,0,0,0,103,got_pizza
6,3,0,0,0,73,got_pizza
4,2,0,0,0,74,got_pizza
0,0,0,0,0,49,got_pizza
10,20,0,0,0,120,got_pizza
1,1,0,1,0,103,got_pizza
0,4,0,0,0,50,got_pizza
3,3,0,0,0,94,got_pizza
7,1,0,0,0,37,got_pizza
2,2,0,0,0,148,got_pizza
0,4,0,0,0,55,got_pizza
3,1,0,0,0,20,got_pizza
5,6,0,0,0,187,got_pizza
3,1,0,0,0,68,got_pizza
3,2,0,0,0,49,got_pizza
2,1,0,0,0,128,got_pizza
0,2,0,0,0,105,got_pizza
5,4,0,0,0,252,got_pizza
17,4,0,0,0,129,got_pizza
9,9,0,0,0,243,got_pizza
3,4,0,0,0,122,got_pizza
5,0,0,0,0,131,got_pizza
2,0,0,0,0,43,got_pizza
8,1,0,0,0,222,got_pizza
13,7,0,0,0,78,got_pizza
5,3,0,1,0,90,got_pizza
21,4,0,0,0,62,got_pizza
0,8,0,0,0,199,got_pizza
3,1,0,0,0,63,got_pizza
1,13,0,0,0,92,got_pizza
7,3,0,0,0,197,got_pizza
0,6,0,0,0,60,got_pizza
2,5,0,0,0,241,got_pizza
1,2,0,0,0,57,got_pizza
12,7,0,0,0,146,got_pizza
9,6,0,1,0,187,got_pizza
7,4,0,0,0,85,got_pizza
1,2,0,1,0,248,got_pizza
15,12,0,0,0,45,got_pizza
2,0,0,0,0,69,got_pizza
11,5,0,0,0,114,got_pizza
9,4,0,0,0,130,got_pizza
8,4,0,0,0,93,got_pizza
3,4,1,0,0,62,got_pizza
2,1,0,0,0,23,got_pizza
4,2,0,0,0,32,got_pizza
6,3,0,0,0,91,got_pizza
18,5,0,0,0,129,got_pizza
3,0,0,0,0,8,got_pizza
6,8,0,1,0,97,got_pizza
2,11,0,0,0,22,got_pizza
15,3,0,0,0,74,got_pizza
1,5,0,1,0,120,got_pizza
2,6,0,0,0,17,got_pizza
1,1,0,0,0,113,got_pizza
2,2,0,0,0,58,got_pizza
6,7,0,0,0,28,got_pizza
3,3,0,0,0,71,got_pizza
1,1,0,0,0,185,got_pizza
2,1,0,0,0,99,got_pizza
2,5,0,0,0,241,got_pizza
1,0,0,0,1,102,got_pizza
0,2,0,0,0,39,got_pizza
3,7,0,0,0,77,got_pizza
3,1,0,0,0,63,got_pizza
6,8,1,1,0,140,got_pizza
8,7,0,1,0,74,got_pizza
11,11,1,0,0,265,got_pizza
8,1,0,0,0,130,got_pizza
4,2,0,1,0,145,got_pizza
3,3,0,0,0,65,got_pizza
1,1,0,1,0,48,got_pizza
8,4,0,0,0,93,got_pizza
6,2,0,0,0,55,got_pizza
1,0,1,0,0,44,got_pizza
6,10,0,1,0,72,got_pizza
0,1,0,0,0,52,got_pizza
11,8,0,0,0,35,got_pizza
2,1,0,1,0,42,got_pizza
20,1,0,0,0,160,got_pizza
1,4,0,1,0,150,got_pizza
3,3,0,0,0,48,got_pizza
5,3,0,0,0,59,got_pizza
2,3,0,0,0,33,got_pizza
8,0,0,1,0,83,got_pizza
0,4,0,0,0,50,got_pizza
4,6,0,0,0,147,got_pizza
3,3,0,0,0,51,got_pizza
5,0,0,1,0,35,got_pizza
8,2,0,0,0,208,got_pizza
18,50,0,0,0,95,got_pizza
2,1,1,0,0,49,got_pizza
5,9,0,0,0,43,got_pizza
2,1,0,0,0,87,got_pizza
0,4,0,1,0,103,got_pizza
4,2,0,1,0,151,got_pizza
5,1,0,0,0,119,got_pizza
1,5,0,0,0,62,got_pizza
3,2,0,0,0,77,got_pizza
5,4,0,0,0,113,got_pizza
19,7,0,0,0,213,got_pizza
1,1,0,0,0,32,got_pizza
95,35,1,0,0,174,got_pizza
10,2,0,0,0,152,got_pizza
3,0,0,0,0,122,got_pizza
5,2,0,0,0,30,got_pizza
7,3,0,1,0,66,got_pizza
5,6,0,0,0,186,got_pizza
4,3,1,1,0,136,got_pizza
7,0,0,0,0,141,got_pizza
0,0,0,1,0,119,got_pizza
7,5,0,0,0,227,got_pizza
3,1,0,0,0,104,got_pizza
3,15,0,1,0,454,got_pizza
1,0,0,0,0,65,got_pizza
5,2,0,0,0,40,got_pizza
5,6,0,0,0,211,got_pizza
1,2,0,0,0,189,got_pizza
14,3,0,1,0,115,got_pizza
8,1,0,0,0,16,got_pizza
10,8,0,0,0,116,got_pizza
9,3,0,0,0,340,got_pizza
4,4,0,0,0,135,got_pizza
2,3,1,0,0,54,got_pizza
2,13,0,1,0,144,got_pizza
1,2,0,0,0,42,got_pizza
3,1,0,1,0,51,got_pizza
6,10,0,1,0,158,got_pizza
8,10,0,0,0,23,got_pizza
1,5,0,0,0,90,got_pizza
4,0,0,0,0,40,got_pizza
3,6,0,0,1,95,got_pizza
1,5,0,0,0,102,got_pizza
2,4,1,0,1,283,got_pizza
0,16,0,0,0,82,got_pizza
1,8,0,0,0,43,got_pizza
9,7,0,0,0,53,got_pizza
1,4,0,0,0,128,got_pizza
1,1,0,0,0,42,got_pizza
3,6,1,0,1,387,got_pizza
1,1,0,0,0,51,got_pizza
4,1,0,0,0,49,got_pizza
2,3,0,0,0,65,got_pizza
1,1,0,1,0,142,got_pizza
3,3,0,0,0,51,got_pizza
14,0,0,0,0,19,got_pizza
5,2,0,0,1,42,got_pizza
6,1,0,0,0,50,got_pizza
0,1,0,0,0,35,got_pizza
2,3,0,0,0,113,got_pizza
1,5,0,0,0,55,got_pizza
1,1,0,0,0,145,got_pizza
0,5,0,0,0,133,got_pizza
14,7,0,0,0,100,got_pizza
95,35,1,0,0,174,got_pizza
3,2,0,0,0,28,got_pizza
0,0,0,1,0,53,got_pizza
16,13,0,0,0,141,got_pizza
3,1,0,0,0,104,got_pizza
5,3,0,1,0,120,got_pizza
5,3,0,0,0,45,got_pizza
3,10,0,1,1,69,got_pizza
15,3,1,0,0,83,got_pizza
2,2,0,1,0,100,got_pizza
2,11,0,0,0,182,got_pizza
20,5,0,0,0,58,got_pizza
18,13,0,0,0,27,got_pizza
2,1,0,0,0,66,got_pizza
1,16,0,0,0,12,got_pizza
1,3,0,0,0,94,got_pizza
2,0,0,1,0,57,got_pizza
5,6,0,0,0,186,got_pizza
3,12,0,1,0,135,got_pizza
9,1,0,0,0,54,got_pizza
0,0,0,0,0,94,got_pizza
40,9,0,0,0,67,got_pizza
0,6,1,0,0,431,got_pizza
1,4,0,0,0,39,got_pizza
8,0,0,0,0,62,got_pizza
13,6,0,0,0,103,got_pizza
9,1,0,0,0,30,got_pizza
0,4,0,0,0,50,got_pizza
0,2,0,1,0,134,got_pizza
15,8,0,0,0,71,got_pizza
243,52,0,0,0,113,got_pizza
14,2,0,0,0,110,got_pizza
0,4,0,0,0,131,got_pizza
9,2,0,0,0,120,got_pizza
15,11,0,0,0,43,got_pizza
3,10,1,1,0,434,got_pizza
10,3,0,0,0,98,got_pizza
1,0,0,0,0,115,got_pizza
4,2,0,0,0,58,got_pizza
7,4,0,0,0,101,got_pizza
4,1,0,0,0,105,got_pizza
9,9,0,0,0,108,got_pizza
4,9,0,1,0,68,got_pizza
2,9,0,0,0,160,got_pizza
3,0,0,0,0,8,got_pizza
15,8,0,0,0,139,got_pizza
3,21,0,0,0,249,got_pizza
0,3,0,0,0,130,got_pizza
0,1,0,0,0,84,got_pizza
1,2,0,0,0,34,got_pizza
25,5,0,0,0,93,got_pizza
2,6,0,1,0,84,got_pizza
6,15,0,0,0,85,got_pizza
0,1,0,0,0,45,got_pizza
2,2,0,0,0,68,got_pizza
2,1,0,1,0,73,got_pizza
4,10,0,1,0,56,got_pizza
0,5,0,0,0,150,got_pizza
3,16,0,0,0,152,got_pizza
0,0,0,0,0,186,got_pizza
1,0,0,0,0,99,got_pizza
12,4,0,0,0,128,got_pizza
5,0,0,1,0,51,got_pizza
3,6,0,0,0,157,got_pizza
1,4,0,0,0,21,got_pizza
4,3,0,1,1,136,got_pizza
2,2,1,0,0,302,got_pizza
0,2,0,0,0,66,got_pizza
8,6,0,0,0,46,got_pizza
7,4,1,0,0,167,got_pizza
2,2,0,1,0,45,got_pizza
4,1,0,0,0,41,got_pizza
6,2,0,1,0,59,got_pizza
7,1,0,0,0,35,got_pizza
0,0,0,0,0,163,got_pizza
0,3,0,0,0,83,got_pizza
23,16,0,1,0,109,got_pizza
3,0,0,0,0,40,got_pizza
